id,algo,vertices,layer,fan,disRate,percNeg,cpMult,effort,time
2486,HS,50,10,3,10,80,1,1989,"0,00698161125"
2487,RS,50,10,3,10,80,1,12106,"0,06186294556"
2488,SAA,50,10,3,10,80,1,2536,"0,00997662544"
2489,HS,50,10,3,10,80,1,1928,"0,00698375702"
2490,RS,50,10,3,10,80,1,8010,"0,05090165138"
2491,SAA,50,10,3,10,80,2,2820,"0,01396203041"
2492,HS,50,10,3,10,80,2,2176,"0,00897216797"
2493,RS,50,10,3,10,80,2,15443,"0,1036844254"
2494,SAA,50,10,3,10,80,2,1527,"0,01097106934"
2495,HS,50,10,3,10,80,2,1247,"0,00499010086"
2496,RS,50,10,3,10,80,2,8544,"0,04790639877"
2497,SAA,50,10,3,10,80,2,2725,"0,01093244553"
2498,HS,50,10,3,10,80,2,2399,"0,00801587105"
2499,RS,50,10,3,10,80,2,13185,"0,09574437141"
2500,SAA,50,10,3,10,80,2,2445,"0,01396274567"
2501,HS,50,10,3,10,80,2,2078,"0,00598359108"
2502,RS,50,10,3,10,80,2,24111,"0,1555826664"
2503,SAA,50,10,3,10,80,2,2123,"0,01396155357"
2504,HS,50,10,3,10,80,2,1716,"0,00598335266"
2505,RS,50,10,3,10,80,2,6541,"0,03989291191"
2506,SAA,50,10,3,10,80,2,2373,"0,00997138023"
2507,HS,50,10,3,10,80,2,2111,"0,00897550583"
2508,RS,50,10,3,10,80,2,8915,"0,06283330917"
2509,SAA,50,10,3,10,80,2,1530,"0,0109705925"
2510,HS,50,10,3,10,80,2,1387,"0,006980896"
2511,RS,50,10,3,10,80,2,8621,"0,05186104774"
2512,SAA,50,10,3,10,80,2,2114,"0,01196813583"
2513,HS,50,10,3,10,80,2,1856,"0,00797820091"
2514,RS,50,10,3,10,80,2,8140,"0,04986763"
2515,SAA,50,10,3,10,80,2,2645,"0,00893592834"
2516,HS,50,10,3,10,80,2,2464,"0,00797843933"
2517,RS,50,10,3,10,80,2,7834,"0,0518591404"
2518,SAA,50,10,3,10,80,2,2211,"0,00798010826"
2519,HS,50,10,3,10,80,2,1990,"0,00598526001"
2520,RS,50,10,3,10,80,2,22187,"0,1406214237"
2521,SAA,50,10,3,20,0,1,119,"0,00299143791"
2522,HS,50,10,3,20,0,1,52,0
2523,RS,50,10,3,20,0,1,52,"0,00099611282"
2524,SAA,50,10,3,20,0,1,113,"0,00099802017"
2525,HS,50,10,3,20,0,1,52,0
2526,RS,50,10,3,20,0,1,52,0
2527,SAA,50,10,3,20,0,1,109,"0,00099730492"
2528,HS,50,10,3,20,0,1,52,"0,00099730492"
2529,RS,50,10,3,20,0,1,52,"0,00099849701"
2530,SAA,50,10,3,20,0,1,120,"0,00199198723"
2531,HS,50,10,3,20,0,1,52,0
2532,RS,50,10,3,20,0,1,52,0
2533,SAA,50,10,3,20,0,1,133,"0,00099420547"
2534,HS,50,10,3,20,0,1,52,"0,00099754333"
2535,RS,50,10,3,20,0,1,52,0
2536,SAA,50,10,3,20,0,1,124,"0,0009970665"
2537,HS,50,10,3,20,0,1,52,0
2538,RS,50,10,3,20,0,1,52,0
2539,SAA,50,10,3,20,0,1,123,"0,00295710564"
2540,HS,50,10,3,20,0,1,52,"0,00099778175"
2541,RS,50,10,3,20,0,1,52,0
2542,SAA,50,10,3,20,0,1,111,"0,00199460983"
2543,HS,50,10,3,20,0,1,52,0
2544,RS,50,10,3,20,0,1,52,0
2545,SAA,50,10,3,20,0,1,115,"0,00195813179"
2546,HS,50,10,3,20,0,1,52,"0,00099778175"
2547,RS,50,10,3,20,0,1,52,"0,00099992752"
2548,SAA,50,10,3,20,0,1,107,"0,001994133"
2549,HS,50,10,3,20,0,1,52,"0,0009958744"
2550,RS,50,10,3,20,0,1,52,"0,00099897385"
2551,SAA,50,10,3,20,0,2,123,"0,00099682808"
2552,HS,50,10,3,20,0,2,52,0
2553,RS,50,10,3,20,0,2,52,"0,00099802017"
2554,SAA,50,10,3,20,0,2,108,"0,0009970665"
2555,HS,50,10,3,20,0,2,52,"0,00199842453"
2556,RS,50,10,3,20,0,2,52,0
2557,SAA,50,10,3,20,0,2,103,"0,00099873543"
2558,HS,50,10,3,20,0,2,52,"0,00099825859"
2559,RS,50,10,3,20,0,2,52,0
2560,SAA,50,10,3,20,0,2,121,"0,00099778175"
2561,HS,50,10,3,20,0,2,52,"0,00099658966"
2562,RS,50,10,3,20,0,2,52,"0,0009958744"
2563,SAA,50,10,3,20,0,2,109,"0,00099730492"
2564,HS,50,10,3,20,0,2,52,0
2565,RS,50,10,3,20,0,2,52,0
2566,SAA,50,10,3,20,0,2,124,"0,00299334526"
2567,HS,50,10,3,20,0,2,52,0
2568,RS,50,10,3,20,0,2,52,0
2569,SAA,50,10,3,20,0,2,110,"0,0019595623"
2570,HS,50,10,3,20,0,2,52,0
2571,RS,50,10,3,20,0,2,52,0
2572,SAA,50,10,3,20,0,2,112,"0,00099658966"
2573,HS,50,10,3,20,0,2,52,0
2574,RS,50,10,3,20,0,2,52,0
2575,SAA,50,10,3,20,0,2,115,"0,00099539757"
2576,HS,50,10,3,20,0,2,52,0
2577,RS,50,10,3,20,0,2,52,0
2578,SAA,50,10,3,20,0,2,105,"0,00299310684"
2579,HS,50,10,3,20,0,2,52,0
2580,RS,50,10,3,20,0,2,52,0
2581,SAA,50,10,3,20,100,1,2996,"0,01196622849"
2582,HS,50,10,3,20,100,1,2867,"0,008010149"
2583,RS,50,10,3,20,100,1,20512,"0,1216695309"
2584,SAA,50,10,3,20,100,1,2921,"0,01196813583"
2585,HS,50,10,3,20,100,1,2813,"0,01097202301"
2586,RS,50,10,3,20,100,1,15274,"0,09574627876"
2587,SAA,50,10,3,20,100,1,2749,"0,01096630096"
2588,HS,50,10,3,20,100,1,2629,"0,02094340324"
2589,RS,50,10,3,20,100,1,17605,"0,3071763516"
2590,SAA,50,10,3,20,100,1,2690,"0,02593207359"
2591,HS,50,10,3,20,100,1,2563,"0,03590345383"
2592,RS,50,10,3,20,100,1,16538,"0,197470665"
2593,SAA,50,10,3,20,100,1,3119,"0,01994752884"
2594,HS,50,10,3,20,100,1,3011,"0,02692818642"
2595,RS,50,10,3,20,100,1,26639,"0,2586755753"
2596,SAA,50,10,3,20,100,1,2961,"0,01296544075"
2597,HS,50,10,3,20,100,1,2840,"0,01296687126"
2598,RS,50,10,3,20,100,1,14531,"0,08975958824"
2599,SAA,50,10,3,20,100,1,3231,"0,01096916199"
2600,HS,50,10,3,20,100,1,3124,"0,00797772408"
2601,RS,50,10,3,20,100,1,14937,"0,1735372543"
2602,SAA,50,10,3,20,100,1,3108,"0,04487919807"
2603,HS,50,10,3,20,100,1,3007,"0,00797796249"
2604,RS,50,10,3,20,100,1,19264,"0,1126980782"
2605,SAA,50,10,3,20,100,1,3100,"0,01097011566"
2606,HS,50,10,3,20,100,1,2974,"0,00897574425"
2607,RS,50,10,3,20,100,1,19444,"0,1119897366"
2608,SAA,50,10,3,20,100,1,2859,0
2609,HS,50,10,3,20,100,1,2752,0
2610,RS,50,10,3,20,100,1,11478,"0,08620977402"
2611,SAA,50,10,3,20,100,2,2631,0
2612,HS,50,10,3,20,100,2,2513,0
2613,RS,50,10,3,20,100,2,23909,"0,1493537426"
2614,SAA,50,10,3,20,100,2,2757,"0,00650882721"
2615,HS,50,10,3,20,100,2,2618,"0,01561975479"
2616,RS,50,10,3,20,100,2,15927,"0,08461141586"
2617,SAA,50,10,3,20,100,2,2754,0
2618,HS,50,10,3,20,100,2,2639,0
2619,RS,50,10,3,20,100,2,16981,"0,10024333"
2620,SAA,50,10,3,20,100,2,2723,0
2621,HS,50,10,3,20,100,2,2624,"0,015625"
2622,RS,50,10,3,20,100,2,12609,"0,06903457642"
2623,SAA,50,10,3,20,100,2,3008,"0,00897479057"
2624,HS,50,10,3,20,100,2,2910,0
2625,RS,50,10,3,20,100,2,11790,"0,05485534668"
2626,SAA,50,10,3,20,100,2,2934,"0,00797891617"
2627,HS,50,10,3,20,100,2,2831,"0,00698256493"
2628,RS,50,10,3,20,100,2,13775,"0,07779049873"
2629,SAA,50,10,3,20,100,2,2909,"0,0110065937"
2630,HS,50,10,3,20,100,2,2798,"0,00698471069"
2631,RS,50,10,3,20,100,2,18716,"0,1236691475"
2632,SAA,50,10,3,20,100,2,3098,"0,00897264481"
2633,HS,50,10,3,20,100,2,2976,"0,00698113441"
2634,RS,50,10,3,20,100,2,21881,"0,1047160626"
2635,SAA,50,10,3,20,100,2,3057,"0,00897908211"
2636,HS,50,10,3,20,100,2,2899,"0,0089738369"
2637,RS,50,10,3,20,100,2,30634,"0,1515932083"
2638,SAA,50,10,3,20,100,2,2711,"0,00797867775"
2639,HS,50,10,3,20,100,2,2607,"0,00698113441"
2640,RS,50,10,3,20,100,2,24243,"0,1129796505"
2641,SAA,50,10,3,20,20,1,989,0
2642,HS,50,10,3,20,20,1,452,0
2643,RS,50,10,3,20,20,1,998,0
2644,SAA,50,10,3,20,20,1,1113,"0,01563572884"
2645,HS,50,10,3,20,20,1,492,0
2646,RS,50,10,3,20,20,1,1166,0
2647,SAA,50,10,3,20,20,1,360,0
2648,HS,50,10,3,20,20,1,198,0
2649,RS,50,10,3,20,20,1,463,0
2650,SAA,50,10,3,20,20,1,913,"0,01565814018"
2651,HS,50,10,3,20,20,1,480,0
2652,RS,50,10,3,20,20,1,851,0
2653,SAA,50,10,3,20,20,1,462,"0,01562523842"
2654,HS,50,10,3,20,20,1,216,0
2655,RS,50,10,3,20,20,1,248,0
2656,SAA,50,10,3,20,20,1,497,0
2657,HS,50,10,3,20,20,1,232,0
2658,RS,50,10,3,20,20,1,642,0
2659,SAA,50,10,3,20,20,1,481,"0,0156211853"
2660,HS,50,10,3,20,20,1,240,0
2661,RS,50,10,3,20,20,1,723,"0,01562166214"
2662,SAA,50,10,3,20,20,1,1384,"0,01562023163"
2663,HS,50,10,3,20,20,1,868,0
2664,RS,50,10,3,20,20,1,1330,0
2665,SAA,50,10,3,20,20,1,1206,"0,01562261581"
2666,HS,50,10,3,20,20,1,680,"0,01565670967"
2667,RS,50,10,3,20,20,1,1134,"0,01562070847"
2668,SAA,50,10,3,20,20,1,1037,"0,0156185627"
2669,HS,50,10,3,20,20,1,518,0
2670,RS,50,10,3,20,20,1,950,0
2671,SAA,50,10,3,20,20,2,779,"0,0065073967"
2672,HS,50,10,3,20,20,2,444,0
2673,RS,50,10,3,20,20,2,984,"0,0012550354"
2674,SAA,50,10,3,20,20,2,438,"0,01575112343"
2675,HS,50,10,3,20,20,2,203,0
2676,RS,50,10,3,20,20,2,226,0
2677,SAA,50,10,3,20,20,2,1158,"0,01562547684"
2678,HS,50,10,3,20,20,2,568,0
2679,RS,50,10,3,20,20,2,758,0
2680,SAA,50,10,3,20,20,2,1921,"0,01688790321"
2681,HS,50,10,3,20,20,2,949,"0,01454615593"
2682,RS,50,10,3,20,20,2,1083,0
2683,SAA,50,10,3,20,20,2,653,"0,01562094688"
2684,HS,50,10,3,20,20,2,331,0
2685,RS,50,10,3,20,20,2,584,"0,01562643051"
2686,SAA,50,10,3,20,20,2,662,"0,01679062843"
2687,HS,50,10,3,20,20,2,270,"0,00199389458"
2688,RS,50,10,3,20,20,2,319,0
2689,SAA,50,10,3,20,20,2,1378,"0,00698065758"
2690,HS,50,10,3,20,20,2,777,0
2691,RS,50,10,3,20,20,2,2891,"0,02272486687"
2692,SAA,50,10,3,20,20,2,1546,"0,01812839508"
2693,HS,50,10,3,20,20,2,846,0
2694,RS,50,10,3,20,20,2,1928,0
2695,SAA,50,10,3,20,20,2,1063,"0,0156223774"
2696,HS,50,10,3,20,20,2,530,0
2697,RS,50,10,3,20,20,2,795,0
2698,SAA,50,10,3,20,20,2,698,"0,01562190056"
2699,HS,50,10,3,20,20,2,359,0
2700,RS,50,10,3,20,20,2,446,0
2701,SAA,50,10,3,20,40,1,783,0
2702,HS,50,10,3,20,40,1,489,0
2703,RS,50,10,3,20,40,1,1967,0
2704,SAA,50,10,3,20,40,1,1431,"0,01562190056"
2705,HS,50,10,3,20,40,1,1059,0
2706,RS,50,10,3,20,40,1,2960,"0,01558566093"
2707,SAA,50,10,3,20,40,1,1565,"0,01562523842"
2708,HS,50,10,3,20,40,1,888,0
2709,RS,50,10,3,20,40,1,2536,"0,015625"
2710,SAA,50,10,3,20,40,1,2484,"0,01562094688"
2711,HS,50,10,3,20,40,1,1491,"0,01966619492"
2712,RS,50,10,3,20,40,1,1662,"0,00997424126"
2713,SAA,50,10,3,20,40,1,1395,"0,01001048088"
2714,HS,50,10,3,20,40,1,1067,"0,00398802757"
2715,RS,50,10,3,20,40,1,4282,"0,02397274971"
2716,SAA,50,10,3,20,40,1,1016,"0,00498604774"
2717,HS,50,10,3,20,40,1,661,"0,00199556351"
2718,RS,50,10,3,20,40,1,2534,"0,01193499565"
2719,SAA,50,10,3,20,40,1,1841,"0,01193547249"
2720,HS,50,10,3,20,40,1,1095,"0,00502514839"
2721,RS,50,10,3,20,40,1,1730,"0,00897526741"
2722,SAA,50,10,3,20,40,1,1071,"0,00598955154"
2723,HS,50,10,3,20,40,1,757,"0,00299406052"
2724,RS,50,10,3,20,40,1,1477,"0,00697350502"
2725,SAA,50,10,3,20,40,1,1783,"0,00997495651"
2726,HS,50,10,3,20,40,1,1020,"0,00399518013"
2727,RS,50,10,3,20,40,1,3590,"0,01691460609"
2728,SAA,50,10,3,20,40,1,1691,"0,00113773346"
2729,HS,50,10,3,20,40,1,1313,0
2730,RS,50,10,3,20,40,1,3280,"0,01562428474"
2731,SAA,50,10,3,20,40,2,1322,0
2732,HS,50,10,3,20,40,2,1008,"0,01558876038"
2733,RS,50,10,3,20,40,2,7995,"0,06248998642"
2734,SAA,50,10,3,20,40,2,1206,"0,00801324844"
2735,HS,50,10,3,20,40,2,804,"0,00598406792"
2736,RS,50,10,3,20,40,2,2646,"0,01595520973"
2737,SAA,50,10,3,20,40,2,941,"0,00502324104"
2738,HS,50,10,3,20,40,2,804,"0,00698947906"
2739,RS,50,10,3,20,40,2,3085,"0,01499605179"
2740,SAA,50,10,3,20,40,2,1243,"0,01196908951"
2741,HS,50,10,3,20,40,2,811,"0,01846647263"
2742,RS,50,10,3,20,40,2,1965,"0,009973526"
2743,SAA,50,10,3,20,40,2,1285,0
2744,HS,50,10,3,20,40,2,1003,"0,01616573334"
2745,RS,50,10,3,20,40,2,2866,"0,0090970993"
2746,SAA,50,10,3,20,40,2,1139,0
2747,HS,50,10,3,20,40,2,801,0
2748,RS,50,10,3,20,40,2,2539,"0,01562952995"
2749,SAA,50,10,3,20,40,2,958,0
2750,HS,50,10,3,20,40,2,586,0
2751,RS,50,10,3,20,40,2,1065,"0,01557970047"
2752,SAA,50,10,3,20,40,2,1526,"0,01566624641"
2753,HS,50,10,3,20,40,2,1124,0
2754,RS,50,10,3,20,40,2,2842,"0,01562809944"
2755,SAA,50,10,3,20,40,2,1496,"0,00650906563"
2756,HS,50,10,3,20,40,2,1105,0
2757,RS,50,10,3,20,40,2,2326,"0,01556921005"
2758,SAA,50,10,3,20,40,2,1323,"0,02212738991"
2759,HS,50,10,3,20,40,2,868,0
2760,RS,50,10,3,20,40,2,2913,"0,01561737061"
2761,SAA,50,10,3,20,60,1,1858,"0,02212643623"
2762,HS,50,10,3,20,60,1,1557,"0,01562643051"
2763,RS,50,10,3,20,60,1,9949,"0,05336594582"
2764,SAA,50,10,3,20,60,1,1915,"0,01566076279"
2765,HS,50,10,3,20,60,1,1539,"0,01562023163"
2766,RS,50,10,3,20,60,1,7674,"0,0378241539"
2767,SAA,50,10,3,20,60,1,1353,"0,01562857628"
2768,HS,50,10,3,20,60,1,1183,"0,01562142372"
2769,RS,50,10,3,20,60,1,3143,"0,01566314697"
2770,SAA,50,10,3,20,60,1,2501,"0,01565980911"
2771,HS,50,10,3,20,60,1,1683,0
2772,RS,50,10,3,20,60,1,5453,"0,02222394943"
2773,SAA,50,10,3,20,60,1,1567,0
2774,HS,50,10,3,20,60,1,1262,0
2775,RS,50,10,3,20,60,1,6596,"0,0505759716"
2776,SAA,50,10,3,20,60,1,1927,"0,00797796249"
2777,HS,50,10,3,20,60,1,1494,"0,00398731232"
2778,RS,50,10,3,20,60,1,6275,"0,0279238224"
2779,SAA,50,10,3,20,60,1,1564,"0,01093316078"
2780,HS,50,10,3,20,60,1,1261,"0,00598454475"
2781,RS,50,10,3,20,60,1,4480,"0,02892017365"
2782,SAA,50,10,3,20,60,1,2427,"0,0129673481"
2783,HS,50,10,3,20,60,1,1985,"0,00997328758"
2784,RS,50,10,3,20,60,1,10841,"0,06486082077"
2785,SAA,50,10,3,20,60,1,1510,"0,00997447968"
2786,HS,50,10,3,20,60,1,1085,"0,00398921967"
2787,RS,50,10,3,20,60,1,3043,"0,0209441185"
2788,SAA,50,10,3,20,60,1,1360,"0,00997185707"
2789,HS,50,10,3,20,60,1,1065,"0,00402355194"
2790,RS,50,10,3,20,60,1,4433,"0,02662086487"
2791,SAA,50,10,3,20,60,2,1581,"0,01297950745"
2792,HS,50,10,3,20,60,2,1337,"0,00498771667"
2793,RS,50,10,3,20,60,2,7836,"0,04088830948"
2794,SAA,50,10,3,20,60,2,2252,"0,01566147804"
2795,HS,50,10,3,20,60,2,1871,0
2796,RS,50,10,3,20,60,2,15845,"0,1113171578"
2797,SAA,50,10,3,20,60,2,1839,"0,00897669792"
2798,HS,50,10,3,20,60,2,1561,"0,00698137283"
2799,RS,50,10,3,20,60,2,13345,"0,06098222733"
2800,SAA,50,10,3,20,60,2,1592,"0,01566195488"
2801,HS,50,10,3,20,60,2,1212,0
2802,RS,50,10,3,20,60,2,2958,"0,0156621933"
2803,SAA,50,10,3,20,60,2,1506,0
2804,HS,50,10,3,20,60,2,1357,0
2805,RS,50,10,3,20,60,2,9228,"0,06321454048"
2806,SAA,50,10,3,20,60,2,1804,"0,00997257233"
2807,HS,50,10,3,20,60,2,1423,"0,00797891617"
2808,RS,50,10,3,20,60,2,4364,"0,03390932083"
2809,SAA,50,10,3,20,60,2,1772,"0,01097130775"
2810,HS,50,10,3,20,60,2,1532,"0,004986763"
2811,RS,50,10,3,20,60,2,5221,"0,03191423416"
2812,SAA,50,10,3,20,60,2,1947,"0,00894165039"
2813,HS,50,10,3,20,60,2,1431,"0,00498580933"
2814,RS,50,10,3,20,60,2,12189,"0,06954479218"
2815,SAA,50,10,3,20,60,2,2219,"0,0156223774"
2816,HS,50,10,3,20,60,2,1802,"0,00598597527"
2817,RS,50,10,3,20,60,2,6901,"0,03633499146"
2818,SAA,50,10,3,20,60,2,1776,"0,01561999321"
2819,HS,50,10,3,20,60,2,1482,"0,01106309891"
2820,RS,50,10,3,20,60,2,11122,"0,1680231094"
2821,SAA,50,10,3,20,80,1,2715,"0,04388380051"
2822,HS,50,10,3,20,80,1,2423,"0,01396083832"
2823,RS,50,10,3,20,80,1,12645,"0,1007311344"
2824,SAA,50,10,3,20,80,1,2713,"0,01096749306"
2825,HS,50,10,3,20,80,1,2394,"0,00997185707"
2826,RS,50,10,3,20,80,1,11964,"0,1406240463"
2827,SAA,50,10,3,20,80,1,1977,"0,01096916199"
2828,HS,50,10,3,20,80,1,1756,"0,00698161125"
2829,RS,50,10,3,20,80,1,16003,"0,110704422"
2830,SAA,50,10,3,20,80,1,2106,"0,01196789742"
2831,HS,50,10,3,20,80,1,1956,"0,00498223305"
2832,RS,50,10,3,20,80,1,9977,"0,0608382225"
2833,SAA,50,10,3,20,80,1,2373,"0,01196908951"
2834,HS,50,10,3,20,80,1,2205,"0,01097035408"
2835,RS,50,10,3,20,80,1,13104,"0,08876156807"
2836,SAA,50,10,3,20,80,1,2982,"0,02293992043"
2837,HS,50,10,3,20,80,1,2357,"0,01894712448"
2838,RS,50,10,3,20,80,1,9279,"0,08676958084"
2839,SAA,50,10,3,20,80,1,2416,"0,00798106194"
2840,HS,50,10,3,20,80,1,2226,"0,00498628616"
2841,RS,50,10,3,20,80,1,10912,"0,07280468941"
2842,SAA,50,10,3,20,80,1,2024,"0,01096940041"
2843,HS,50,10,3,20,80,1,1608,"0,00498509407"
2844,RS,50,10,3,20,80,1,6834,"0,0438811779"
2845,SAA,50,10,3,20,80,1,2071,"0,00997281075"
2846,HS,50,10,3,20,80,1,1887,"0,00996875763"
2847,RS,50,10,3,20,80,1,13609,"0,1047201157"
2848,SAA,50,10,3,20,80,1,2375,"0,02294039726"
2849,HS,50,10,3,20,80,1,2137,"0,00797796249"
2850,RS,50,10,3,20,80,1,19058,"0,146607399"
2851,SAA,50,10,3,20,80,2,2056,"0,00997376442"
2852,HS,50,10,3,20,80,2,1628,"0,00598478317"
2853,RS,50,10,3,20,80,2,12705,"0,1565799713"
2854,SAA,50,10,3,20,80,2,2989,"0,01595592499"
2855,HS,50,10,3,20,80,2,2547,"0,01096844673"
2856,RS,50,10,3,20,80,2,12061,"0,07913827896"
2857,SAA,50,10,3,20,80,2,2634,"0,01562309265"
2858,HS,50,10,3,20,80,2,2343,"0,00598359108"
2859,RS,50,10,3,20,80,2,6764,"0,04985523224"
2860,SAA,50,10,3,20,80,2,3053,"0,01998281479"
2861,HS,50,10,3,20,80,2,2538,"0,01296567917"
2862,RS,50,10,3,20,80,2,10984,"0,0687558651"
2863,SAA,50,10,3,20,80,2,2567,0
2864,HS,50,10,3,20,80,2,2134,0
2865,RS,50,10,3,20,80,2,7799,"0,0533015728"
2866,SAA,50,10,3,20,80,2,2573,"0,01496148109"
2867,HS,50,10,3,20,80,2,2152,"0,01292991638"
2868,RS,50,10,3,20,80,2,8714,"0,07380270958"
2869,SAA,50,10,3,20,80,2,2655,"0,01396417618"
2870,HS,50,10,3,20,80,2,2319,"0,01115679741"
2871,RS,50,10,3,20,80,2,9736,"0,05204844475"
2872,SAA,50,10,3,20,80,2,2314,"0,01558637619"
2873,HS,50,10,3,20,80,2,2022,"0,01566100121"
2874,RS,50,10,3,20,80,2,14746,"0,0920996666"
2875,SAA,50,10,3,20,80,2,2051,0
2876,HS,50,10,3,20,80,2,1791,"0,02161622047"
2877,RS,50,10,3,20,80,2,7827,"0,04992079735"
2878,SAA,50,10,3,20,80,2,2208,"0,00797820091"
2879,HS,50,10,3,20,80,2,1916,"0,015625"
2880,RS,50,10,3,20,80,2,14366,"0,1002764702"
2881,SAA,50,20,2,10,0,1,121,"0,01561760902"
2882,HS,50,20,2,10,0,1,52,0
2883,RS,50,20,2,10,0,1,52,0
2884,SAA,50,20,2,10,0,1,120,0
2885,HS,50,20,2,10,0,1,52,0
2886,RS,50,20,2,10,0,1,52,0
2887,SAA,50,20,2,10,0,1,131,"0,00199460983"
2888,HS,50,20,2,10,0,1,52,0
2889,RS,50,20,2,10,0,1,52,0
2890,SAA,50,20,2,10,0,1,115,"0,01561760902"
2891,HS,50,20,2,10,0,1,52,0
2892,RS,50,20,2,10,0,1,52,0
2893,SAA,50,20,2,10,0,1,111,0
2894,HS,50,20,2,10,0,1,52,0
2895,RS,50,20,2,10,0,1,52,0
2896,SAA,50,20,2,10,0,1,105,0
2897,HS,50,20,2,10,0,1,52,0
2898,RS,50,20,2,10,0,1,52,0
2899,SAA,50,20,2,10,0,1,132,"0,01562547684"
2900,HS,50,20,2,10,0,1,52,0
2901,RS,50,20,2,10,0,1,52,0
2902,SAA,50,20,2,10,0,1,108,0
2903,HS,50,20,2,10,0,1,52,0
2904,RS,50,20,2,10,0,1,52,0
2905,SAA,50,20,2,10,0,1,108,0
2906,HS,50,20,2,10,0,1,52,0
2907,RS,50,20,2,10,0,1,52,0
2908,SAA,50,20,2,10,0,1,130,0
2909,HS,50,20,2,10,0,1,52,0
2910,RS,50,20,2,10,0,1,52,0
2911,SAA,50,20,2,10,0,2,118,0
2912,HS,50,20,2,10,0,2,52,0
2913,RS,50,20,2,10,0,2,52,0
2914,SAA,50,20,2,10,0,2,103,0
2915,HS,50,20,2,10,0,2,52,0
2916,RS,50,20,2,10,0,2,52,0
2917,SAA,50,20,2,10,0,2,129,0
2918,HS,50,20,2,10,0,2,52,"0,015625"
2919,RS,50,20,2,10,0,2,52,0
2920,SAA,50,20,2,10,0,2,117,"0,00099754333"
2921,HS,50,20,2,10,0,2,52,0
2922,RS,50,20,2,10,0,2,52,0
2923,SAA,50,20,2,10,0,2,108,"0,00199484825"
2924,HS,50,20,2,10,0,2,52,0
2925,RS,50,20,2,10,0,2,52,"0,00099873543"
2926,SAA,50,20,2,10,0,2,167,"0,0029964447"
2927,HS,50,20,2,10,0,2,52,"0,00099754333"
2928,RS,50,20,2,10,0,2,52,0
2929,SAA,50,20,2,10,0,2,113,"0,00199341774"
2930,HS,50,20,2,10,0,2,52,"0,00099802017"
2931,RS,50,20,2,10,0,2,52,"0,00099682808"
2932,SAA,50,20,2,10,0,2,126,"0,0009970665"
2933,HS,50,20,2,10,0,2,52,0
2934,RS,50,20,2,10,0,2,52,"0,0009996891"
2935,SAA,50,20,2,10,0,2,137,"0,00399112701"
2936,HS,50,20,2,10,0,2,52,0
2937,RS,50,20,2,10,0,2,52,"0,00099754333"
2938,SAA,50,20,2,10,0,2,134,"0,00199508667"
2939,HS,50,20,2,10,0,2,52,"0,00099658966"
2940,RS,50,20,2,10,0,2,52,0
2941,SAA,50,20,2,10,100,1,2343,"0,00997495651"
2942,HS,50,20,2,10,100,1,2222,"0,00698256493"
2943,RS,50,20,2,10,100,1,10540,"0,05485200882"
2944,SAA,50,20,2,10,100,1,2172,"0,00698280334"
2945,HS,50,20,2,10,100,1,2039,"0,00598239899"
2946,RS,50,20,2,10,100,1,11830,"0,09873652458"
2947,SAA,50,20,2,10,100,1,2091,"0,00997400284"
2948,HS,50,20,2,10,100,1,1978,"0,00698065758"
2949,RS,50,20,2,10,100,1,12991,"0,1163728237"
2950,SAA,50,20,2,10,100,1,2214,"0,01561880112"
2951,HS,50,20,2,10,100,1,2097,0
2952,RS,50,20,2,10,100,1,11299,"0,07449841499"
2953,SAA,50,20,2,10,100,1,2184,0
2954,HS,50,20,2,10,100,1,2075,"0,01562428474"
2955,RS,50,20,2,10,100,1,12672,"0,1158633232"
2956,SAA,50,20,2,10,100,1,2249,"0,00651097298"
2957,HS,50,20,2,10,100,1,2106,"0,01562380791"
2958,RS,50,20,2,10,100,1,12652,"0,1002409458"
2959,SAA,50,20,2,10,100,1,2212,"0,0221247673"
2960,HS,50,20,2,10,100,1,2070,"0,01562094688"
2961,RS,50,20,2,10,100,1,18144,"0,1158576012"
2962,SAA,50,20,2,10,100,1,2376,"0,01562166214"
2963,HS,50,20,2,10,100,1,2232,0
2964,RS,50,20,2,10,100,1,20798,"0,2312242985"
2965,SAA,50,20,2,10,100,1,2235,"0,01562619209"
2966,HS,50,20,2,10,100,1,2126,"0,01563096046"
2967,RS,50,20,2,10,100,1,11247,"0,06899571419"
2968,SAA,50,20,2,10,100,1,2237,"0,01562285423"
2969,HS,50,20,2,10,100,1,2133,0
2970,RS,50,20,2,10,100,1,11986,"0,1067531109"
2971,SAA,50,20,2,10,100,2,2287,"0,01561927795"
2972,HS,50,20,2,10,100,2,2173,0
2973,RS,50,20,2,10,100,2,12913,"0,1002395153"
2974,SAA,50,20,2,10,100,2,2142,0
2975,HS,50,20,2,10,100,2,1996,0
2976,RS,50,20,2,10,100,2,14692,"0,1067483425"
2977,SAA,50,20,2,10,100,2,2402,"0,01561975479"
2978,HS,50,20,2,10,100,2,2279,"0,01562070847"
2979,RS,50,20,2,10,100,2,14785,"0,1223740578"
2980,SAA,50,20,2,10,100,2,2255,"0,01562452316"
2981,HS,50,20,2,10,100,2,2135,"0,00598430634"
2982,RS,50,20,2,10,100,2,11751,"0,1087448597"
2983,SAA,50,20,2,10,100,2,2248,0
2984,HS,50,20,2,10,100,2,2117,0
2985,RS,50,20,2,10,100,2,13806,"0,1002440453"
