batch,Instance,algo,par_Vertices,par_Layer,par_Fan,par_DicountedRate,percNeg,par_CP,vertices,Edges,Diameter,Max in degree,Min in degree,Mean in degree,Max out degree,Min out degree,Mean out degree,Discounted Rate,Negative activities,Deadline,Last task Early Finish,effort,NPV,time
"['50', '10', '3', '20', '100']",dg7.tpf,SAA,50,10,3,20,100,1,52,124,7,3,1,"2,163265306",3,1,"2,224489796","0,2","96,15384615",108,54,3108,"-0,001734815112","0,04487919807"
"['50', '10', '3', '20', '100']",dg7.tpf,HS,50,10,3,20,100,1,52,124,7,3,1,"2,163265306",3,1,"2,224489796","0,2","96,15384615",108,54,3007,"-0,001734815112","0,00797796249"
"['50', '10', '3', '20', '100']",dg7.tpf,RS,50,10,3,20,100,1,52,124,7,3,1,"2,163265306",3,1,"2,224489796","0,2","96,15384615",108,54,19264,"-0,001734815112","0,1126980782"
"['50', '10', '3', '20', '100']",dg8.tpf,SAA,50,10,3,20,100,1,52,122,9,3,1,"2,204081633",3,1,"2,204081633","0,2","96,15384615",140,70,3100,"-0,00007027543186","0,01097011566"
"['50', '10', '3', '20', '100']",dg8.tpf,HS,50,10,3,20,100,1,52,122,9,3,1,"2,204081633",3,1,"2,204081633","0,2","96,15384615",140,70,2974,"-0,00007027543186","0,00897574425"
"['50', '10', '3', '20', '100']",dg8.tpf,RS,50,10,3,20,100,1,52,122,9,3,1,"2,204081633",3,1,"2,204081633","0,2","96,15384615",140,70,19444,"-0,00007027543186","0,1119897366"
"['50', '10', '3', '20', '100']",dg9.tpf,SAA,50,10,3,20,100,1,52,122,7,3,1,"2,163265306",3,1,"2,12244898","0,2","96,15384615",116,58,2859,"-0,0006436830492",0
"['50', '10', '3', '20', '100']",dg9.tpf,HS,50,10,3,20,100,1,52,122,7,3,1,"2,163265306",3,1,"2,12244898","0,2","96,15384615",116,58,2752,"-0,0006436830492",0
"['50', '10', '3', '20', '100']",dg9.tpf,RS,50,10,3,20,100,1,52,122,7,3,1,"2,163265306",3,1,"2,12244898","0,2","96,15384615",116,50,11478,"-0,0006436830492","0,08620977402"
"['50', '10', '3', '20', '100']",dg1.tpf,SAA,50,10,3,20,100,2,52,115,7,3,1,"2,06122449",3,1,2,"0,2","96,15384615",153,51,2631,"-0,0000001779346457",0
"['50', '10', '3', '20', '100']",dg1.tpf,HS,50,10,3,20,100,2,52,115,7,3,1,"2,06122449",3,1,2,"0,2","96,15384615",153,51,2513,"-0,0000001779346457",0
"['50', '10', '3', '20', '100']",dg1.tpf,RS,50,10,3,20,100,2,52,115,7,3,1,"2,06122449",3,1,2,"0,2","96,15384615",153,51,23909,"-0,0000001779346457","0,1493537426"
"['50', '10', '3', '20', '100']",dg10.tpf,SAA,50,10,3,20,100,2,52,113,9,3,1,"1,979591837",3,1,"2,020408163","0,2","96,15384615",171,57,2757,"-0,00000002616286459","0,00650882721"
"['50', '10', '3', '20', '100']",dg10.tpf,HS,50,10,3,20,100,2,52,113,9,3,1,"1,979591837",3,1,"2,020408163","0,2","96,15384615",171,57,2618,"-0,00000002616286459","0,01561975479"
"['50', '10', '3', '20', '100']",dg10.tpf,RS,50,10,3,20,100,2,52,113,9,3,1,"1,979591837",3,1,"2,020408163","0,2","96,15384615",171,57,15927,"-0,00000002616286459","0,08461141586"
"['50', '10', '3', '20', '100']",dg2.tpf,SAA,50,10,3,20,100,2,52,114,9,3,1,"1,959183673",3,1,"2,081632653","0,2","96,15384615",186,62,2754,"-0,000000003062459402",0
"['50', '10', '3', '20', '100']",dg2.tpf,HS,50,10,3,20,100,2,52,114,9,3,1,"1,959183673",3,1,"2,081632653","0,2","96,15384615",186,62,2639,"-0,000000003062459402",0
"['50', '10', '3', '20', '100']",dg2.tpf,RS,50,10,3,20,100,2,52,114,9,3,1,"1,959183673",3,1,"2,081632653","0,2","96,15384615",186,54,16981,"-0,000000003062459402","0,10024333"
"['50', '10', '3', '20', '100']",dg3.tpf,SAA,50,10,3,20,100,2,52,117,7,3,1,2,3,1,"2,020408163","0,2","96,15384615",147,49,2723,"-0,0000004131598394",0
"['50', '10', '3', '20', '100']",dg3.tpf,HS,50,10,3,20,100,2,52,117,7,3,1,2,3,1,"2,020408163","0,2","96,15384615",147,49,2624,"-0,0000004131598394","0,015625"
"['50', '10', '3', '20', '100']",dg3.tpf,RS,50,10,3,20,100,2,52,117,7,3,1,2,3,1,"2,020408163","0,2","96,15384615",147,48,12609,"-0,0000004131598394","0,06903457642"
"['50', '10', '3', '20', '100']",dg4.tpf,SAA,50,10,3,20,100,2,52,120,7,3,1,"2,081632653",3,1,"2,142857143","0,2","96,15384615",147,49,3008,"-0,0000002134617774","0,00897479057"
"['50', '10', '3', '20', '100']",dg4.tpf,HS,50,10,3,20,100,2,52,120,7,3,1,"2,081632653",3,1,"2,142857143","0,2","96,15384615",147,49,2910,"-0,0000002134617774",0
"['50', '10', '3', '20', '100']",dg4.tpf,RS,50,10,3,20,100,2,52,120,7,3,1,"2,081632653",3,1,"2,142857143","0,2","96,15384615",147,49,11790,"-0,0000002134617774","0,05485534668"
"['50', '10', '3', '20', '100']",dg5.tpf,SAA,50,10,3,20,100,2,52,124,7,3,1,"2,163265306",3,1,"2,183673469","0,2","96,15384615",153,51,2934,"-0,0000002990129582","0,00797891617"
"['50', '10', '3', '20', '100']",dg5.tpf,HS,50,10,3,20,100,2,52,124,7,3,1,"2,163265306",3,1,"2,183673469","0,2","96,15384615",153,51,2831,"-0,0000002990129582","0,00698256493"
"['50', '10', '3', '20', '100']",dg5.tpf,RS,50,10,3,20,100,2,52,124,7,3,1,"2,163265306",3,1,"2,183673469","0,2","96,15384615",153,51,13775,"-0,0000002990129582","0,07779049873"
"['50', '10', '3', '20', '100']",dg6.tpf,SAA,50,10,3,20,100,2,52,120,8,3,1,"2,12244898",3,1,"2,183673469","0,2","96,15384615",198,66,2909,"-0,0000000008742681276","0,0110065937"
"['50', '10', '3', '20', '100']",dg6.tpf,HS,50,10,3,20,100,2,52,120,8,3,1,"2,12244898",3,1,"2,183673469","0,2","96,15384615",198,66,2798,"-0,0000000008742681276","0,00698471069"
"['50', '10', '3', '20', '100']",dg6.tpf,RS,50,10,3,20,100,2,52,120,8,3,1,"2,12244898",3,1,"2,183673469","0,2","96,15384615",198,66,18716,"-0,0000000008742681276","0,1236691475"
"['50', '10', '3', '20', '100']",dg7.tpf,SAA,50,10,3,20,100,2,52,118,9,3,1,"2,142857143",3,1,"2,142857143","0,2","96,15384615",213,71,3098,0,"0,00897264481"
"['50', '10', '3', '20', '100']",dg7.tpf,HS,50,10,3,20,100,2,52,118,9,3,1,"2,142857143",3,1,"2,142857143","0,2","96,15384615",213,71,2976,0,"0,00698113441"
"['50', '10', '3', '20', '100']",dg7.tpf,RS,50,10,3,20,100,2,52,118,9,3,1,"2,142857143",3,1,"2,142857143","0,2","96,15384615",213,71,21881,0,"0,1047160626"
"['50', '10', '3', '20', '100']",dg8.tpf,SAA,50,10,3,20,100,2,52,123,7,3,1,"2,204081633",3,1,"2,244897959","0,2","96,15384615",189,63,3057,"-0,000000002818553634","0,00897908211"
"['50', '10', '3', '20', '100']",dg8.tpf,HS,50,10,3,20,100,2,52,123,7,3,1,"2,204081633",3,1,"2,244897959","0,2","96,15384615",189,63,2899,"-0,000000002818553634","0,0089738369"
"['50', '10', '3', '20', '100']",dg8.tpf,RS,50,10,3,20,100,2,52,123,7,3,1,"2,204081633",3,1,"2,244897959","0,2","96,15384615",189,63,30634,"-0,000000002818553634","0,1515932083"
"['50', '10', '3', '20', '100']",dg9.tpf,SAA,50,10,3,20,100,2,52,116,8,3,1,"2,020408163",3,1,"2,06122449","0,2","96,15384615",159,53,2711,"-0,00000007726309677","0,00797867775"
"['50', '10', '3', '20', '100']",dg9.tpf,HS,50,10,3,20,100,2,52,116,8,3,1,"2,020408163",3,1,"2,06122449","0,2","96,15384615",159,53,2607,"-0,00000007726309677","0,00698113441"
"['50', '10', '3', '20', '100']",dg9.tpf,RS,50,10,3,20,100,2,52,116,8,3,1,"2,020408163",3,1,"2,06122449","0,2","96,15384615",159,53,24243,"-0,00000007726309677","0,1129796505"
"['50', '10', '3', '20', '20']",dg1.tpf,SAA,50,10,3,20,20,1,52,120,7,3,1,"2,102040816",3,1,"2,142857143","0,2","17,30769231",82,41,989,"195,3552348",0
"['50', '10', '3', '20', '20']",dg1.tpf,HS,50,10,3,20,20,1,52,120,7,3,1,"2,102040816",3,1,"2,142857143","0,2","17,30769231",82,41,452,"195,3552348",0
"['50', '10', '3', '20', '20']",dg1.tpf,RS,50,10,3,20,20,1,52,120,7,3,1,"2,102040816",3,1,"2,142857143","0,2","17,30769231",82,41,998,"195,3552348",0
"['50', '10', '3', '20', '20']",dg10.tpf,SAA,50,10,3,20,20,1,52,121,8,3,1,"2,163265306",3,1,"2,183673469","0,2","17,30769231",116,58,1113,"195,5406866","0,01563572884"
"['50', '10', '3', '20', '20']",dg10.tpf,HS,50,10,3,20,20,1,52,121,8,3,1,"2,163265306",3,1,"2,183673469","0,2","17,30769231",116,58,492,"195,5406866",0
"['50', '10', '3', '20', '20']",dg10.tpf,RS,50,10,3,20,20,1,52,121,8,3,1,"2,163265306",3,1,"2,183673469","0,2","17,30769231",116,58,1166,"195,5259585",0
"['50', '10', '3', '20', '20']",dg2.tpf,SAA,50,10,3,20,20,1,52,123,7,3,1,"2,183673469",3,1,"2,224489796","0,2","23,07692308",110,55,360,"216,5552495",0
"['50', '10', '3', '20', '20']",dg2.tpf,HS,50,10,3,20,20,1,52,123,7,3,1,"2,183673469",3,1,"2,224489796","0,2","23,07692308",110,55,198,"216,5552495",0
"['50', '10', '3', '20', '20']",dg2.tpf,RS,50,10,3,20,20,1,52,123,7,3,1,"2,183673469",3,1,"2,224489796","0,2","23,07692308",110,55,463,"216,5552495",0
"['50', '10', '3', '20', '20']",dg3.tpf,SAA,50,10,3,20,20,1,52,118,7,3,1,"2,06122449",3,1,"2,102040816","0,2",25,106,53,913,"136,8088091","0,01565814018"
"['50', '10', '3', '20', '20']",dg3.tpf,HS,50,10,3,20,20,1,52,118,7,3,1,"2,06122449",3,1,"2,102040816","0,2",25,106,53,480,"136,8088091",0
"['50', '10', '3', '20', '20']",dg3.tpf,RS,50,10,3,20,20,1,52,118,7,3,1,"2,06122449",3,1,"2,102040816","0,2",25,106,53,851,"136,1812167",0
"['50', '10', '3', '20', '20']",dg4.tpf,SAA,50,10,3,20,20,1,52,120,8,3,1,"2,06122449",3,1,"2,163265306","0,2","9,615384615",100,50,462,"171,0548258","0,01562523842"
"['50', '10', '3', '20', '20']",dg4.tpf,HS,50,10,3,20,20,1,52,120,8,3,1,"2,06122449",3,1,"2,163265306","0,2","9,615384615",100,50,216,"171,0548258",0
"['50', '10', '3', '20', '20']",dg4.tpf,RS,50,10,3,20,20,1,52,120,8,3,1,"2,06122449",3,1,"2,163265306","0,2","9,615384615",100,50,248,"171,0548258",0
"['50', '10', '3', '20', '20']",dg5.tpf,SAA,50,10,3,20,20,1,52,122,7,3,1,"2,183673469",3,1,"2,163265306","0,2","17,30769231",122,61,497,"235,7810868",0
"['50', '10', '3', '20', '20']",dg5.tpf,HS,50,10,3,20,20,1,52,122,7,3,1,"2,183673469",3,1,"2,163265306","0,2","17,30769231",122,61,232,"235,7810868",0
"['50', '10', '3', '20', '20']",dg5.tpf,RS,50,10,3,20,20,1,52,122,7,3,1,"2,183673469",3,1,"2,163265306","0,2","17,30769231",122,61,642,"235,7810868",0
"['50', '10', '3', '20', '20']",dg6.tpf,SAA,50,10,3,20,20,1,52,117,9,3,1,"2,040816327",3,1,"2,081632653","0,2","21,15384615",120,60,481,"125,7625432","0,0156211853"
"['50', '10', '3', '20', '20']",dg6.tpf,HS,50,10,3,20,20,1,52,117,9,3,1,"2,040816327",3,1,"2,081632653","0,2","21,15384615",120,60,240,"125,7625432",0
"['50', '10', '3', '20', '20']",dg6.tpf,RS,50,10,3,20,20,1,52,117,9,3,1,"2,040816327",3,1,"2,081632653","0,2","21,15384615",120,60,723,"125,7625432","0,01562166214"
"['50', '10', '3', '20', '20']",dg7.tpf,SAA,50,10,3,20,20,1,52,120,8,3,1,"2,102040816",3,1,"2,163265306","0,2","19,23076923",102,51,1384,"142,84692","0,01562023163"
"['50', '10', '3', '20', '20']",dg7.tpf,HS,50,10,3,20,20,1,52,120,8,3,1,"2,102040816",3,1,"2,163265306","0,2","19,23076923",102,51,868,"142,84692",0
"['50', '10', '3', '20', '20']",dg7.tpf,RS,50,10,3,20,20,1,52,120,8,3,1,"2,102040816",3,1,"2,163265306","0,2","19,23076923",102,51,1330,"142,84692",0
"['50', '10', '3', '20', '20']",dg8.tpf,SAA,50,10,3,20,20,1,52,122,7,3,1,"2,142857143",3,1,"2,224489796","0,2","23,07692308",164,82,1206,"206,5364903","0,01562261581"
"['50', '10', '3', '20', '20']",dg8.tpf,HS,50,10,3,20,20,1,52,122,7,3,1,"2,142857143",3,1,"2,224489796","0,2","23,07692308",164,82,680,"206,5364903","0,01565670967"
"['50', '10', '3', '20', '20']",dg8.tpf,RS,50,10,3,20,20,1,52,122,7,3,1,"2,142857143",3,1,"2,224489796","0,2","23,07692308",164,82,1134,"206,5364903","0,01562070847"
"['50', '10', '3', '20', '20']",dg9.tpf,SAA,50,10,3,20,20,1,52,125,7,3,1,"2,142857143",3,1,"2,265306122","0,2","26,92307692",110,55,1037,"127,3767075","0,0156185627"
"['50', '10', '3', '20', '20']",dg9.tpf,HS,50,10,3,20,20,1,52,125,7,3,1,"2,142857143",3,1,"2,265306122","0,2","26,92307692",110,55,518,"127,3767075",0
"['50', '10', '3', '20', '20']",dg9.tpf,RS,50,10,3,20,20,1,52,125,7,3,1,"2,142857143",3,1,"2,265306122","0,2","26,92307692",110,55,950,"127,3767075",0
"['50', '10', '3', '20', '20']",dg1.tpf,SAA,50,10,3,20,20,2,52,118,8,3,1,"2,142857143",3,1,"2,12244898","0,2","28,84615385",210,70,779,"108,6673395","0,0065073967"
"['50', '10', '3', '20', '20']",dg1.tpf,HS,50,10,3,20,20,2,52,118,8,3,1,"2,142857143",3,1,"2,12244898","0,2","28,84615385",210,70,444,"108,6673395",0
"['50', '10', '3', '20', '20']",dg1.tpf,RS,50,10,3,20,20,2,52,118,8,3,1,"2,142857143",3,1,"2,12244898","0,2","28,84615385",210,61,984,"108,6673395","0,0012550354"
"['50', '10', '3', '20', '20']",dg10.tpf,SAA,50,10,3,20,20,2,52,116,8,3,1,"1,979591837",3,1,"2,040816327","0,2","15,38461538",177,59,438,"183,7671638","0,01575112343"
"['50', '10', '3', '20', '20']",dg10.tpf,HS,50,10,3,20,20,2,52,116,8,3,1,"1,979591837",3,1,"2,040816327","0,2","15,38461538",177,59,203,"183,7671638",0
"['50', '10', '3', '20', '20']",dg10.tpf,RS,50,10,3,20,20,2,52,116,8,3,1,"1,979591837",3,1,"2,040816327","0,2","15,38461538",177,59,226,"183,7671638",0
"['50', '10', '3', '20', '20']",dg2.tpf,SAA,50,10,3,20,20,2,52,118,8,3,1,"2,12244898",3,1,"2,142857143","0,2","19,23076923",165,55,1158,"158,1201455","0,01562547684"
"['50', '10', '3', '20', '20']",dg2.tpf,HS,50,10,3,20,20,2,52,118,8,3,1,"2,12244898",3,1,"2,142857143","0,2","19,23076923",165,55,568,"158,1201455",0
"['50', '10', '3', '20', '20']",dg2.tpf,RS,50,10,3,20,20,2,52,118,8,3,1,"2,12244898",3,1,"2,142857143","0,2","19,23076923",165,55,758,"158,1152468",0
"['50', '10', '3', '20', '20']",dg3.tpf,SAA,50,10,3,20,20,2,52,119,9,3,1,"2,081632653",3,1,"2,142857143","0,2","15,38461538",147,49,1921,"119,4384244","0,01688790321"
"['50', '10', '3', '20', '20']",dg3.tpf,HS,50,10,3,20,20,2,52,119,9,3,1,"2,081632653",3,1,"2,142857143","0,2","15,38461538",147,49,949,"119,4384244","0,01454615593"
"['50', '10', '3', '20', '20']",dg3.tpf,RS,50,10,3,20,20,2,52,119,9,3,1,"2,081632653",3,1,"2,142857143","0,2","15,38461538",147,49,1083,"119,4384244",0
"['50', '10', '3', '20', '20']",dg4.tpf,SAA,50,10,3,20,20,2,52,122,7,3,1,"2,102040816",3,1,"2,224489796","0,2","11,53846154",141,47,653,"163,6328872","0,01562094688"
"['50', '10', '3', '20', '20']",dg4.tpf,HS,50,10,3,20,20,2,52,122,7,3,1,"2,102040816",3,1,"2,224489796","0,2","11,53846154",141,47,331,"163,6328872",0
"['50', '10', '3', '20', '20']",dg4.tpf,RS,50,10,3,20,20,2,52,122,7,3,1,"2,102040816",3,1,"2,224489796","0,2","11,53846154",141,47,584,"163,6328872","0,01562643051"
"['50', '10', '3', '20', '20']",dg5.tpf,SAA,50,10,3,20,20,2,52,126,8,3,1,"2,204081633",3,1,"2,306122449","0,2","13,46153846",171,57,662,"196,6373933","0,01679062843"
"['50', '10', '3', '20', '20']",dg5.tpf,HS,50,10,3,20,20,2,52,126,8,3,1,"2,204081633",3,1,"2,306122449","0,2","13,46153846",171,57,270,"196,6373933","0,00199389458"
"['50', '10', '3', '20', '20']",dg5.tpf,RS,50,10,3,20,20,2,52,126,8,3,1,"2,204081633",3,1,"2,306122449","0,2","13,46153846",171,57,319,"196,6373933",0
"['50', '10', '3', '20', '20']",dg6.tpf,SAA,50,10,3,20,20,2,52,123,8,3,1,"2,204081633",3,1,"2,163265306","0,2","21,15384615",162,54,1378,"138,1797756","0,00698065758"
"['50', '10', '3', '20', '20']",dg6.tpf,HS,50,10,3,20,20,2,52,123,8,3,1,"2,204081633",3,1,"2,163265306","0,2","21,15384615",162,54,777,"138,1797756",0
"['50', '10', '3', '20', '20']",dg6.tpf,RS,50,10,3,20,20,2,52,123,8,3,1,"2,204081633",3,1,"2,163265306","0,2","21,15384615",162,54,2891,"138,1797756","0,02272486687"
"['50', '10', '3', '20', '20']",dg7.tpf,SAA,50,10,3,20,20,2,52,117,8,3,1,"2,06122449",3,1,"2,102040816","0,2","23,07692308",183,61,1546,"112,5512306","0,01812839508"
"['50', '10', '3', '20', '20']",dg7.tpf,HS,50,10,3,20,20,2,52,117,8,3,1,"2,06122449",3,1,"2,102040816","0,2","23,07692308",183,61,846,"112,5512306",0
"['50', '10', '3', '20', '20']",dg7.tpf,RS,50,10,3,20,20,2,52,117,8,3,1,"2,06122449",3,1,"2,102040816","0,2","23,07692308",183,61,1928,"112,5512306",0
"['50', '10', '3', '20', '20']",dg8.tpf,SAA,50,10,3,20,20,2,52,119,8,3,1,"2,081632653",3,1,"2,102040816","0,2","15,38461538",195,65,1063,"109,3820605","0,0156223774"
"['50', '10', '3', '20', '20']",dg8.tpf,HS,50,10,3,20,20,2,52,119,8,3,1,"2,081632653",3,1,"2,102040816","0,2","15,38461538",195,65,530,"109,3820605",0
"['50', '10', '3', '20', '20']",dg8.tpf,RS,50,10,3,20,20,2,52,119,8,3,1,"2,081632653",3,1,"2,102040816","0,2","15,38461538",195,65,795,"109,3820605",0
"['50', '10', '3', '20', '20']",dg9.tpf,SAA,50,10,3,20,20,2,52,115,8,3,1,"1,959183673",3,1,"2,102040816","0,2","13,46153846",150,50,698,"159,1824236","0,01562190056"
"['50', '10', '3', '20', '20']",dg9.tpf,HS,50,10,3,20,20,2,52,115,8,3,1,"1,959183673",3,1,"2,102040816","0,2","13,46153846",150,50,359,"159,1824236",0
"['50', '10', '3', '20', '20']",dg9.tpf,RS,50,10,3,20,20,2,52,115,8,3,1,"1,959183673",3,1,"2,102040816","0,2","13,46153846",150,50,446,"159,1478071",0
"['50', '10', '3', '20', '40']",dg1.tpf,SAA,50,10,3,20,40,1,52,118,8,3,1,"2,06122449",3,1,"2,183673469","0,2","36,53846154",116,58,783,"121,0452144",0
"['50', '10', '3', '20', '40']",dg1.tpf,HS,50,10,3,20,40,1,52,118,8,3,1,"2,06122449",3,1,"2,183673469","0,2","36,53846154",116,58,489,"121,0452144",0
"['50', '10', '3', '20', '40']",dg1.tpf,RS,50,10,3,20,40,1,52,118,8,3,1,"2,06122449",3,1,"2,183673469","0,2","36,53846154",116,53,1967,"121,0452144",0
"['50', '10', '3', '20', '40']",dg10.tpf,SAA,50,10,3,20,40,1,52,123,8,3,1,"2,142857143",3,1,"2,265306122","0,2","34,61538462",146,73,1431,"56,50845366","0,01562190056"
"['50', '10', '3', '20', '40']",dg10.tpf,HS,50,10,3,20,40,1,52,123,8,3,1,"2,142857143",3,1,"2,265306122","0,2","34,61538462",146,73,1059,"56,50845366",0
"['50', '10', '3', '20', '40']",dg10.tpf,RS,50,10,3,20,40,1,52,123,8,3,1,"2,142857143",3,1,"2,265306122","0,2","34,61538462",146,73,2960,"56,50845366","0,01558566093"
"['50', '10', '3', '20', '40']",dg2.tpf,SAA,50,10,3,20,40,1,52,120,8,3,1,"2,102040816",3,1,"2,224489796","0,2","21,15384615",122,61,1565,"78,67886625","0,01562523842"
"['50', '10', '3', '20', '40']",dg2.tpf,HS,50,10,3,20,40,1,52,120,8,3,1,"2,102040816",3,1,"2,224489796","0,2","21,15384615",122,61,888,"78,67886625",0
"['50', '10', '3', '20', '40']",dg2.tpf,RS,50,10,3,20,40,1,52,120,8,3,1,"2,102040816",3,1,"2,224489796","0,2","21,15384615",122,61,2536,"78,67886625","0,015625"
"['50', '10', '3', '20', '40']",dg3.tpf,SAA,50,10,3,20,40,1,52,119,8,3,1,"2,06122449",3,1,"2,142857143","0,2","26,92307692",124,62,2484,"75,57496281","0,01562094688"
"['50', '10', '3', '20', '40']",dg3.tpf,HS,50,10,3,20,40,1,52,119,8,3,1,"2,06122449",3,1,"2,142857143","0,2","26,92307692",124,62,1491,"75,57496281","0,01966619492"
"['50', '10', '3', '20', '40']",dg3.tpf,RS,50,10,3,20,40,1,52,119,8,3,1,"2,06122449",3,1,"2,142857143","0,2","26,92307692",124,62,1662,"75,57496281","0,00997424126"
"['50', '10', '3', '20', '40']",dg4.tpf,SAA,50,10,3,20,40,1,52,121,8,3,1,"2,081632653",3,1,"2,224489796","0,2","48,07692308",138,69,1395,"87,81368818","0,01001048088"
"['50', '10', '3', '20', '40']",dg4.tpf,HS,50,10,3,20,40,1,52,121,8,3,1,"2,081632653",3,1,"2,224489796","0,2","48,07692308",138,69,1067,"87,81368818","0,00398802757"
"['50', '10', '3', '20', '40']",dg4.tpf,RS,50,10,3,20,40,1,52,121,8,3,1,"2,081632653",3,1,"2,224489796","0,2","48,07692308",138,69,4282,"87,81368818","0,02397274971"
"['50', '10', '3', '20', '40']",dg5.tpf,SAA,50,10,3,20,40,1,52,118,7,3,1,"2,06122449",3,1,"2,102040816","0,2","38,46153846",106,53,1016,"126,2315729","0,00498604774"
"['50', '10', '3', '20', '40']",dg5.tpf,HS,50,10,3,20,40,1,52,118,7,3,1,"2,06122449",3,1,"2,102040816","0,2","38,46153846",106,53,661,"126,2315729","0,00199556351"
"['50', '10', '3', '20', '40']",dg5.tpf,RS,50,10,3,20,40,1,52,118,7,3,1,"2,06122449",3,1,"2,102040816","0,2","38,46153846",106,53,2534,"126,2315729","0,01193499565"
"['50', '10', '3', '20', '40']",dg6.tpf,SAA,50,10,3,20,40,1,52,121,7,3,1,"2,081632653",3,1,"2,163265306","0,2","40,38461538",114,57,1841,"174,9545486","0,01193547249"
"['50', '10', '3', '20', '40']",dg6.tpf,HS,50,10,3,20,40,1,52,121,7,3,1,"2,081632653",3,1,"2,163265306","0,2","40,38461538",114,57,1095,"174,9545486","0,00502514839"
"['50', '10', '3', '20', '40']",dg6.tpf,RS,50,10,3,20,40,1,52,121,7,3,1,"2,081632653",3,1,"2,163265306","0,2","40,38461538",114,57,1730,"174,9545486","0,00897526741"
"['50', '10', '3', '20', '40']",dg7.tpf,SAA,50,10,3,20,40,1,52,125,7,3,1,"2,244897959",3,1,"2,224489796","0,2","36,53846154",128,64,1071,"158,8170803","0,00598955154"
"['50', '10', '3', '20', '40']",dg7.tpf,HS,50,10,3,20,40,1,52,125,7,3,1,"2,244897959",3,1,"2,224489796","0,2","36,53846154",128,64,757,"158,8170803","0,00299406052"
"['50', '10', '3', '20', '40']",dg7.tpf,RS,50,10,3,20,40,1,52,125,7,3,1,"2,244897959",3,1,"2,224489796","0,2","36,53846154",128,64,1477,"158,8170803","0,00697350502"
"['50', '10', '3', '20', '40']",dg8.tpf,SAA,50,10,3,20,40,1,52,119,7,3,1,"2,081632653",3,1,"2,163265306","0,2","40,38461538",138,69,1783,"110,9324022","0,00997495651"
"['50', '10', '3', '20', '40']",dg8.tpf,HS,50,10,3,20,40,1,52,119,7,3,1,"2,081632653",3,1,"2,163265306","0,2","40,38461538",138,69,1020,"110,9324022","0,00399518013"
"['50', '10', '3', '20', '40']",dg8.tpf,RS,50,10,3,20,40,1,52,119,7,3,1,"2,081632653",3,1,"2,163265306","0,2","40,38461538",138,69,3590,"110,9324022","0,01691460609"
"['50', '10', '3', '20', '40']",dg9.tpf,SAA,50,10,3,20,40,1,52,121,8,3,1,"2,102040816",3,1,"2,204081633","0,2","38,46153846",142,71,1691,"104,1768093","0,00113773346"
"['50', '10', '3', '20', '40']",dg9.tpf,HS,50,10,3,20,40,1,52,121,8,3,1,"2,102040816",3,1,"2,204081633","0,2","38,46153846",142,71,1313,"104,1768093",0
"['50', '10', '3', '20', '40']",dg9.tpf,RS,50,10,3,20,40,1,52,121,8,3,1,"2,102040816",3,1,"2,204081633","0,2","38,46153846",142,70,3280,"104,1768093","0,01562428474"
"['50', '10', '3', '20', '40']",dg1.tpf,SAA,50,10,3,20,40,2,52,123,7,3,1,"2,183673469",3,1,"2,285714286","0,2","40,38461538",219,73,1322,"111,0108184",0
"['50', '10', '3', '20', '40']",dg1.tpf,HS,50,10,3,20,40,2,52,123,7,3,1,"2,183673469",3,1,"2,285714286","0,2","40,38461538",219,73,1008,"111,0108184","0,01558876038"
"['50', '10', '3', '20', '40']",dg1.tpf,RS,50,10,3,20,40,2,52,123,7,3,1,"2,183673469",3,1,"2,285714286","0,2","40,38461538",219,73,7995,"111,0108184","0,06248998642"
"['50', '10', '3', '20', '40']",dg10.tpf,SAA,50,10,3,20,40,2,52,117,7,3,1,"2,040816327",3,1,"2,020408163","0,2","46,15384615",162,54,1206,"117,3041289","0,00801324844"
"['50', '10', '3', '20', '40']",dg10.tpf,HS,50,10,3,20,40,2,52,117,7,3,1,"2,040816327",3,1,"2,020408163","0,2","46,15384615",162,54,804,"117,3041289","0,00598406792"
"['50', '10', '3', '20', '40']",dg10.tpf,RS,50,10,3,20,40,2,52,117,7,3,1,"2,040816327",3,1,"2,020408163","0,2","46,15384615",162,54,2646,"117,3041289","0,01595520973"
"['50', '10', '3', '20', '40']",dg2.tpf,SAA,50,10,3,20,40,2,52,126,8,3,1,"2,224489796",3,1,"2,244897959","0,2","40,38461538",156,52,941,"113,6754327","0,00502324104"
"['50', '10', '3', '20', '40']",dg2.tpf,HS,50,10,3,20,40,2,52,126,8,3,1,"2,224489796",3,1,"2,244897959","0,2","40,38461538",156,52,804,"113,6754327","0,00698947906"
"['50', '10', '3', '20', '40']",dg2.tpf,RS,50,10,3,20,40,2,52,126,8,3,1,"2,224489796",3,1,"2,244897959","0,2","40,38461538",156,52,3085,"113,6754327","0,01499605179"
"['50', '10', '3', '20', '40']",dg3.tpf,SAA,50,10,3,20,40,2,52,117,7,3,1,"2,081632653",3,1,"2,081632653","0,2","32,69230769",135,45,1243,"114,8645912","0,01196908951"
"['50', '10', '3', '20', '40']",dg3.tpf,HS,50,10,3,20,40,2,52,117,7,3,1,"2,081632653",3,1,"2,081632653","0,2","32,69230769",135,45,811,"114,8645912","0,01846647263"
