batch,Instance,algo,par_Vertices,par_Layer,par_Fan,par_DicountedRate,percNeg,par_CP,vertices,Edges,Diameter,Max in degree,Min in degree,Mean in degree,Max out degree,Min out degree,Mean out degree,Discounted Rate,Negative activities,Deadline,Last task Early Finish,effort,NPV,time
"['50', '5', '2', '20', '100']",dg1.tpf,SAA,50,5,2,20,100,2,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","96,15384615",108,36,2185,"-0,00005792357111","0,00698065758"
"['50', '5', '2', '20', '100']",dg1.tpf,HS,50,5,2,20,100,2,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","96,15384615",108,36,2088,"-0,00005792357111","0,0060210228"
"['50', '5', '2', '20', '100']",dg1.tpf,RS,50,5,2,20,100,2,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","96,15384615",108,34,4499,"-0,00005792357111","0,03250408173"
"['50', '5', '2', '20', '100']",dg10.tpf,SAA,50,5,2,20,100,2,52,94,7,2,1,"1,510204082",2,1,"1,530612245","0,2","96,15384615",93,31,2165,"-0,000800749306","0,00701546669"
"['50', '5', '2', '20', '100']",dg10.tpf,HS,50,5,2,20,100,2,52,94,7,2,1,"1,510204082",2,1,"1,530612245","0,2","96,15384615",93,31,2055,"-0,000800749306","0,00993013382"
"['50', '5', '2', '20', '100']",dg10.tpf,RS,50,5,2,20,100,2,52,94,7,2,1,"1,510204082",2,1,"1,530612245","0,2","96,15384615",93,31,6655,"-0,000800749306","0,04101872444"
"['50', '5', '2', '20', '100']",dg2.tpf,SAA,50,5,2,20,100,2,52,95,7,2,1,"1,571428571",2,1,"1,551020408","0,2","96,15384615",120,40,2240,"-0,00001043755213","0,01142024994"
"['50', '5', '2', '20', '100']",dg2.tpf,HS,50,5,2,20,100,2,52,95,7,2,1,"1,571428571",2,1,"1,551020408","0,2","96,15384615",120,40,2142,"-0,00001043755213","0,00766897202"
"['50', '5', '2', '20', '100']",dg2.tpf,RS,50,5,2,20,100,2,52,95,7,2,1,"1,571428571",2,1,"1,551020408","0,2","96,15384615",120,40,5558,"-0,00001043755213","0,03262996674"
"['50', '5', '2', '20', '100']",dg3.tpf,SAA,50,5,2,20,100,2,52,98,7,2,1,"1,612244898",2,1,"1,632653061","0,2","96,15384615",126,42,2293,"-0,000005268228845","0,00972676277"
"['50', '5', '2', '20', '100']",dg3.tpf,HS,50,5,2,20,100,2,52,98,7,2,1,"1,612244898",2,1,"1,632653061","0,2","96,15384615",126,42,2192,"-0,000005268228845","0,00869226456"
"['50', '5', '2', '20', '100']",dg3.tpf,RS,50,5,2,20,100,2,52,98,7,2,1,"1,612244898",2,1,"1,632653061","0,2","96,15384615",126,42,6666,"-0,000005268228845","0,07135534286"
"['50', '5', '2', '20', '100']",dg4.tpf,SAA,50,5,2,20,100,2,52,91,8,2,1,"1,489795918",2,1,"1,510204082","0,2","96,15384615",126,42,2170,"-0,000003844478115","0,01506447792"
"['50', '5', '2', '20', '100']",dg4.tpf,HS,50,5,2,20,100,2,52,91,8,2,1,"1,489795918",2,1,"1,510204082","0,2","96,15384615",126,42,2062,"-0,000003844478115","0,01976156235"
"['50', '5', '2', '20', '100']",dg4.tpf,RS,50,5,2,20,100,2,52,91,8,2,1,"1,489795918",2,1,"1,510204082","0,2","96,15384615",126,42,5415,"-0,000003844478115","0,03004908562"
"['50', '5', '2', '20', '100']",dg5.tpf,SAA,50,5,2,20,100,2,52,94,7,2,1,"1,448979592",2,1,"1,428571429","0,2","96,15384615",105,35,2052,"-0,00008774542362","0,00797843933"
"['50', '5', '2', '20', '100']",dg5.tpf,HS,50,5,2,20,100,2,52,94,7,2,1,"1,448979592",2,1,"1,428571429","0,2","96,15384615",105,35,1959,"-0,00008774542362","0,006980896"
"['50', '5', '2', '20', '100']",dg5.tpf,RS,50,5,2,20,100,2,52,94,7,2,1,"1,448979592",2,1,"1,428571429","0,2","96,15384615",105,35,3392,"-0,00008774542362","0,02892398834"
"['50', '5', '2', '20', '100']",dg6.tpf,SAA,50,5,2,20,100,2,52,92,8,2,1,"1,469387755",2,1,"1,510204082","0,2","96,15384615",120,40,2184,"-0,000009646096231","0,00698065758"
"['50', '5', '2', '20', '100']",dg6.tpf,HS,50,5,2,20,100,2,52,92,8,2,1,"1,469387755",2,1,"1,510204082","0,2","96,15384615",120,40,2094,"-0,000009646096231","0,01300787926"
"['50', '5', '2', '20', '100']",dg6.tpf,RS,50,5,2,20,100,2,52,92,8,2,1,"1,469387755",2,1,"1,510204082","0,2","96,15384615",120,40,4696,"-0,000009646096231","0,05669975281"
"['50', '5', '2', '20', '100']",dg7.tpf,SAA,50,5,2,20,100,2,52,94,8,2,1,"1,408163265",2,1,"1,510204082","0,2","96,15384615",108,36,2076,"-0,00003875704305","0,01296281815"
"['50', '5', '2', '20', '100']",dg7.tpf,HS,50,5,2,20,100,2,52,94,8,2,1,"1,408163265",2,1,"1,510204082","0,2","96,15384615",108,36,1986,"-0,00003875704305","0,00698304176"
"['50', '5', '2', '20', '100']",dg7.tpf,RS,50,5,2,20,100,2,52,94,8,2,1,"1,408163265",2,1,"1,510204082","0,2","96,15384615",108,36,9028,"-0,00003875704305","0,07878947258"
"['50', '5', '2', '20', '100']",dg8.tpf,SAA,50,5,2,20,100,2,52,95,7,2,1,"1,530612245",2,1,"1,571428571","0,2","96,15384615",129,43,2200,"-0,000001360716668","0,0129673481"
"['50', '5', '2', '20', '100']",dg8.tpf,HS,50,5,2,20,100,2,52,95,7,2,1,"1,530612245",2,1,"1,571428571","0,2","96,15384615",129,43,2109,"-0,000001360716668","0,01096916199"
"['50', '5', '2', '20', '100']",dg8.tpf,RS,50,5,2,20,100,2,52,95,7,2,1,"1,530612245",2,1,"1,571428571","0,2","96,15384615",129,43,5385,"-0,000001360716668","0,04886937141"
"['50', '5', '2', '20', '100']",dg9.tpf,SAA,50,5,2,20,100,2,52,89,8,2,1,"1,428571429",2,1,"1,510204082","0,2","96,15384615",132,44,2156,"-0,000001851433302","0,00897574425"
"['50', '5', '2', '20', '100']",dg9.tpf,HS,50,5,2,20,100,2,52,89,8,2,1,"1,428571429",2,1,"1,510204082","0,2","96,15384615",132,44,2050,"-0,000001851433302","0,00897455215"
"['50', '5', '2', '20', '100']",dg9.tpf,RS,50,5,2,20,100,2,52,89,8,2,1,"1,428571429",2,1,"1,510204082","0,2","96,15384615",132,44,6220,"-0,000001851433302","0,04388165474"
"['50', '5', '2', '20', '20']",dg1.tpf,SAA,50,5,2,20,20,1,52,94,7,2,1,"1,510204082",2,1,"1,551020408","0,2","21,15384615",90,45,798,"210,8377191","0,0079805851"
"['50', '5', '2', '20', '20']",dg1.tpf,HS,50,5,2,20,20,1,52,94,7,2,1,"1,510204082",2,1,"1,551020408","0,2","21,15384615",90,45,450,"210,8377191","0,00299119949"
"['50', '5', '2', '20', '20']",dg1.tpf,RS,50,5,2,20,20,1,52,94,7,2,1,"1,510204082",2,1,"1,551020408","0,2","21,15384615",90,45,808,"210,8377191","0,00298976898"
"['50', '5', '2', '20', '20']",dg10.tpf,SAA,50,5,2,20,20,1,52,94,7,2,1,"1,551020408",2,1,"1,510204082","0,2","13,46153846",94,47,571,"250,1147266",0
"['50', '5', '2', '20', '20']",dg10.tpf,HS,50,5,2,20,20,1,52,94,7,2,1,"1,551020408",2,1,"1,510204082","0,2","13,46153846",94,47,265,"250,1147266",0
"['50', '5', '2', '20', '20']",dg10.tpf,RS,50,5,2,20,20,1,52,94,7,2,1,"1,551020408",2,1,"1,510204082","0,2","13,46153846",94,43,327,"250,1147266","0,00199532509"
"['50', '5', '2', '20', '20']",dg2.tpf,SAA,50,5,2,20,20,1,52,94,8,2,1,"1,530612245",2,1,"1,571428571","0,2","11,53846154",72,36,622,"211,3826376","0,00399136543"
"['50', '5', '2', '20', '20']",dg2.tpf,HS,50,5,2,20,20,1,52,94,8,2,1,"1,530612245",2,1,"1,571428571","0,2","11,53846154",72,36,287,"211,3826376","0,001994133"
"['50', '5', '2', '20', '20']",dg2.tpf,RS,50,5,2,20,20,1,52,94,8,2,1,"1,530612245",2,1,"1,571428571","0,2","11,53846154",72,36,414,"211,3826376","0,00398564339"
"['50', '5', '2', '20', '20']",dg3.tpf,SAA,50,5,2,20,20,1,52,95,7,2,1,"1,489795918",2,1,"1,489795918","0,2","21,15384615",88,44,777,"221,8312706","0,00997281075"
"['50', '5', '2', '20', '20']",dg3.tpf,HS,50,5,2,20,20,1,52,95,7,2,1,"1,489795918",2,1,"1,489795918","0,2","21,15384615",88,44,404,"221,8312706","0,00299334526"
"['50', '5', '2', '20', '20']",dg3.tpf,RS,50,5,2,20,20,1,52,95,7,2,1,"1,489795918",2,1,"1,489795918","0,2","21,15384615",88,44,590,"221,8312706","0,00797820091"
"['50', '5', '2', '20', '20']",dg4.tpf,SAA,50,5,2,20,20,1,52,96,7,2,1,"1,551020408",2,1,"1,469387755","0,2","26,92307692",70,35,546,"213,2882052","0,00598096848"
"['50', '5', '2', '20', '20']",dg4.tpf,HS,50,5,2,20,20,1,52,96,7,2,1,"1,551020408",2,1,"1,469387755","0,2","26,92307692",70,35,365,"213,2882052",0
"['50', '5', '2', '20', '20']",dg4.tpf,RS,50,5,2,20,20,1,52,96,7,2,1,"1,551020408",2,1,"1,469387755","0,2","26,92307692",70,35,655,"213,2882052","0,00299096107"
"['50', '5', '2', '20', '20']",dg5.tpf,SAA,50,5,2,20,20,1,52,94,7,2,1,"1,530612245",2,1,"1,551020408","0,2","15,38461538",70,35,951,"267,2742436","0,01296234131"
"['50', '5', '2', '20', '20']",dg5.tpf,HS,50,5,2,20,20,1,52,94,7,2,1,"1,530612245",2,1,"1,551020408","0,2","15,38461538",70,35,410,"267,2742436","0,001994133"
"['50', '5', '2', '20', '20']",dg5.tpf,RS,50,5,2,20,20,1,52,94,7,2,1,"1,530612245",2,1,"1,551020408","0,2","15,38461538",70,35,328,"267,2742436","0,00299239159"
"['50', '5', '2', '20', '20']",dg6.tpf,SAA,50,5,2,20,20,1,52,92,8,2,1,"1,469387755",2,1,"1,469387755","0,2","19,23076923",72,36,505,"205,5486082","0,00498557091"
"['50', '5', '2', '20', '20']",dg6.tpf,HS,50,5,2,20,20,1,52,92,8,2,1,"1,469387755",2,1,"1,469387755","0,2","19,23076923",72,36,279,"205,5486082","0,00199556351"
"['50', '5', '2', '20', '20']",dg6.tpf,RS,50,5,2,20,20,1,52,92,8,2,1,"1,469387755",2,1,"1,469387755","0,2","19,23076923",72,36,374,"205,5486082","0,00398945808"
"['50', '5', '2', '20', '20']",dg7.tpf,SAA,50,5,2,20,20,1,52,95,7,2,1,"1,530612245",2,1,"1,551020408","0,2","11,53846154",76,38,461,"186,9408708","0,00299167633"
"['50', '5', '2', '20', '20']",dg7.tpf,HS,50,5,2,20,20,1,52,95,7,2,1,"1,530612245",2,1,"1,551020408","0,2","11,53846154",76,38,233,"186,9408708","0,00099635124"
"['50', '5', '2', '20', '20']",dg7.tpf,RS,50,5,2,20,20,1,52,95,7,2,1,"1,530612245",2,1,"1,551020408","0,2","11,53846154",76,38,390,"186,9408708","0,00199532509"
"['50', '5', '2', '20', '20']",dg8.tpf,SAA,50,5,2,20,20,1,52,92,7,2,1,"1,510204082",2,1,"1,489795918","0,2","23,07692308",80,40,543,"145,9432145","0,00897407532"
"['50', '5', '2', '20', '20']",dg8.tpf,HS,50,5,2,20,20,1,52,92,7,2,1,"1,510204082",2,1,"1,489795918","0,2","23,07692308",80,40,323,"145,9432145","0,00299263"
"['50', '5', '2', '20', '20']",dg8.tpf,RS,50,5,2,20,20,1,52,92,7,2,1,"1,510204082",2,1,"1,489795918","0,2","23,07692308",80,40,668,"145,9432145","0,00698137283"
"['50', '5', '2', '20', '20']",dg9.tpf,SAA,50,5,2,20,20,1,52,95,7,2,1,"1,551020408",2,1,"1,591836735","0,2","15,38461538",82,41,634,"183,3991642","0,0069797039"
"['50', '5', '2', '20', '20']",dg9.tpf,HS,50,5,2,20,20,1,52,95,7,2,1,"1,551020408",2,1,"1,591836735","0,2","15,38461538",82,41,302,"183,3991642","0,00199484825"
"['50', '5', '2', '20', '20']",dg9.tpf,RS,50,5,2,20,20,1,52,95,7,2,1,"1,551020408",2,1,"1,591836735","0,2","15,38461538",82,41,412,"183,3991642","0,00299239159"
"['50', '5', '2', '20', '20']",dg1.tpf,SAA,50,5,2,20,20,2,52,96,8,2,1,"1,551020408",2,1,"1,612244898","0,2","13,46153846",132,44,518,"145,3219868","0,0059838295"
"['50', '5', '2', '20', '20']",dg1.tpf,HS,50,5,2,20,20,2,52,96,8,2,1,"1,551020408",2,1,"1,612244898","0,2","13,46153846",132,44,299,"145,3219868",0
"['50', '5', '2', '20', '20']",dg1.tpf,RS,50,5,2,20,20,2,52,96,8,2,1,"1,551020408",2,1,"1,612244898","0,2","13,46153846",132,44,724,"145,3219868",0
"['50', '5', '2', '20', '20']",dg10.tpf,SAA,50,5,2,20,20,2,52,97,8,2,1,"1,612244898",2,1,"1,612244898","0,2","21,15384615",105,35,889,"202,0597496","0,01562190056"
"['50', '5', '2', '20', '20']",dg10.tpf,HS,50,5,2,20,20,2,52,97,8,2,1,"1,612244898",2,1,"1,612244898","0,2","21,15384615",105,35,565,"202,0597496",0
"['50', '5', '2', '20', '20']",dg10.tpf,RS,50,5,2,20,20,2,52,97,8,2,1,"1,612244898",2,1,"1,612244898","0,2","21,15384615",105,35,551,"202,0597496",0
"['50', '5', '2', '20', '20']",dg2.tpf,SAA,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,510204082","0,2","19,23076923",99,33,702,"221,0858898","0,0156223774"
"['50', '5', '2', '20', '20']",dg2.tpf,HS,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,510204082","0,2","19,23076923",99,33,372,"221,0858898","0,00395298004"
"['50', '5', '2', '20', '20']",dg2.tpf,RS,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,510204082","0,2","19,23076923",99,33,571,"221,0858898","0,00395655632"
"['50', '5', '2', '20', '20']",dg3.tpf,SAA,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,489795918","0,2","26,92307692",108,36,598,"247,1430026","0,00501942635"
"['50', '5', '2', '20', '20']",dg3.tpf,HS,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,489795918","0,2","26,92307692",108,36,398,"247,1430026","0,00398874283"
"['50', '5', '2', '20', '20']",dg3.tpf,RS,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,489795918","0,2","26,92307692",108,36,642,"247,1430026",0
"['50', '5', '2', '20', '20']",dg4.tpf,SAA,50,5,2,20,20,2,52,91,7,2,1,"1,428571429",2,1,"1,469387755","0,2","28,84615385",99,33,827,"116,0925935","0,00997138023"
"['50', '5', '2', '20', '20']",dg4.tpf,HS,50,5,2,20,20,2,52,91,7,2,1,"1,428571429",2,1,"1,469387755","0,2","28,84615385",99,33,472,"116,0925935","0,00199532509"
"['50', '5', '2', '20', '20']",dg4.tpf,RS,50,5,2,20,20,2,52,91,7,2,1,"1,428571429",2,1,"1,469387755","0,2","28,84615385",99,33,839,"116,0925935","0,00698184967"
"['50', '5', '2', '20', '20']",dg5.tpf,SAA,50,5,2,20,20,2,52,94,8,2,1,"1,530612245",2,1,"1,591836735","0,2","13,46153846",129,43,534,"216,6649805","0,00897574425"
"['50', '5', '2', '20', '20']",dg5.tpf,HS,50,5,2,20,20,2,52,94,8,2,1,"1,530612245",2,1,"1,591836735","0,2","13,46153846",129,43,277,"216,6649805","0,00099802017"
"['50', '5', '2', '20', '20']",dg5.tpf,RS,50,5,2,20,20,2,52,94,8,2,1,"1,530612245",2,1,"1,591836735","0,2","13,46153846",129,43,312,"216,6649805","0,00398921967"
"['50', '5', '2', '20', '20']",dg6.tpf,SAA,50,5,2,20,20,2,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","11,53846154",111,37,476,"215,4155731","0,00299143791"
"['50', '5', '2', '20', '20']",dg6.tpf,HS,50,5,2,20,20,2,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","11,53846154",111,37,236,"215,4155731","0,00199508667"
"['50', '5', '2', '20', '20']",dg6.tpf,RS,50,5,2,20,20,2,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","11,53846154",111,35,297,"215,4155731","0,00099611282"
"['50', '5', '2', '20', '20']",dg7.tpf,SAA,50,5,2,20,20,2,52,97,8,2,1,"1,571428571",2,1,"1,632653061","0,2","23,07692308",144,48,642,"197,7706229","0,00498628616"
"['50', '5', '2', '20', '20']",dg7.tpf,HS,50,5,2,20,20,2,52,97,8,2,1,"1,571428571",2,1,"1,632653061","0,2","23,07692308",144,48,360,"197,7706229","0,00299310684"
"['50', '5', '2', '20', '20']",dg7.tpf,RS,50,5,2,20,20,2,52,97,8,2,1,"1,571428571",2,1,"1,632653061","0,2","23,07692308",144,48,608,"197,7706229","0,00398826599"
"['50', '5', '2', '20', '20']",dg8.tpf,SAA,50,5,2,20,20,2,52,95,8,2,1,"1,571428571",2,1,"1,591836735","0,2",25,102,34,777,"190,0723332","0,00798130035"
"['50', '5', '2', '20', '20']",dg8.tpf,HS,50,5,2,20,20,2,52,95,8,2,1,"1,571428571",2,1,"1,591836735","0,2",25,102,34,457,"190,0723332","0,00199484825"
"['50', '5', '2', '20', '20']",dg8.tpf,RS,50,5,2,20,20,2,52,95,8,2,1,"1,571428571",2,1,"1,591836735","0,2",25,102,34,551,"190,0723332","0,00299286842"
"['50', '5', '2', '20', '20']",dg9.tpf,SAA,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,530612245","0,2","17,30769231",117,39,566,"159,7513153",0
"['50', '5', '2', '20', '20']",dg9.tpf,HS,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,530612245","0,2","17,30769231",117,39,319,"159,7513153",0
"['50', '5', '2', '20', '20']",dg9.tpf,RS,50,5,2,20,20,2,52,93,8,2,1,"1,551020408",2,1,"1,530612245","0,2","17,30769231",117,39,537,"159,7513153","0,01562166214"
"['50', '5', '2', '20', '40']",dg1.tpf,SAA,50,5,2,20,40,1,52,93,8,2,1,"1,510204082",2,1,"1,510204082","0,2",50,74,37,844,"103,1336926","0,01562094688"
"['50', '5', '2', '20', '40']",dg1.tpf,HS,50,5,2,20,40,1,52,93,8,2,1,"1,510204082",2,1,"1,510204082","0,2",50,74,37,660,"103,1336926",0
"['50', '5', '2', '20', '40']",dg1.tpf,RS,50,5,2,20,40,1,52,93,8,2,1,"1,510204082",2,1,"1,510204082","0,2",50,74,37,1706,"103,1336926","0,02707481384"
"['50', '5', '2', '20', '40']",dg10.tpf,SAA,50,5,2,20,40,1,52,92,8,2,1,"1,469387755",2,1,"1,510204082","0,2","28,84615385",90,45,829,"163,2729139","0,0004901886"
"['50', '5', '2', '20', '40']",dg10.tpf,HS,50,5,2,20,40,1,52,92,8,2,1,"1,469387755",2,1,"1,510204082","0,2","28,84615385",90,45,483,"163,2729139",0
"['50', '5', '2', '20', '40']",dg10.tpf,RS,50,5,2,20,40,1,52,92,8,2,1,"1,469387755",2,1,"1,510204082","0,2","28,84615385",90,45,869,"162,1966053","0,01563382149"
"['50', '5', '2', '20', '40']",dg2.tpf,SAA,50,5,2,20,40,1,52,93,7,2,1,"1,510204082",2,1,"1,510204082","0,2","36,53846154",74,37,966,"120,4141163",0
"['50', '5', '2', '20', '40']",dg2.tpf,HS,50,5,2,20,40,1,52,93,7,2,1,"1,510204082",2,1,"1,510204082","0,2","36,53846154",74,37,703,"120,4141163","0,0156583786"
"['50', '5', '2', '20', '40']",dg2.tpf,RS,50,5,2,20,40,1,52,93,7,2,1,"1,510204082",2,1,"1,510204082","0,2","36,53846154",74,37,1118,"120,4141163",0
"['50', '5', '2', '20', '40']",dg3.tpf,SAA,50,5,2,20,40,1,52,94,8,2,1,"1,530612245",2,1,"1,530612245","0,2","34,61538462",78,39,726,"186,7349046",0
"['50', '5', '2', '20', '40']",dg3.tpf,HS,50,5,2,20,40,1,52,94,8,2,1,"1,530612245",2,1,"1,530612245","0,2","34,61538462",78,39,516,"186,7349046",0
"['50', '5', '2', '20', '40']",dg3.tpf,RS,50,5,2,20,40,1,52,94,8,2,1,"1,530612245",2,1,"1,530612245","0,2","34,61538462",78,39,1054,"186,7349046","0,01562190056"
"['50', '5', '2', '20', '40']",dg4.tpf,SAA,50,5,2,20,40,1,52,98,7,2,1,"1,612244898",2,1,"1,591836735","0,2","42,30769231",82,41,954,"146,8045097",0
"['50', '5', '2', '20', '40']",dg4.tpf,HS,50,5,2,20,40,1,52,98,7,2,1,"1,612244898",2,1,"1,591836735","0,2","42,30769231",82,41,676,"146,8045097",0
"['50', '5', '2', '20', '40']",dg4.tpf,RS,50,5,2,20,40,1,52,98,7,2,1,"1,612244898",2,1,"1,591836735","0,2","42,30769231",82,41,2040,"146,8045097","0,01562714577"
"['50', '5', '2', '20', '40']",dg5.tpf,SAA,50,5,2,20,40,1,52,93,8,2,1,"1,469387755",2,1,"1,530612245","0,2","38,46153846",78,39,864,"168,551891","0,02058434486"
"['50', '5', '2', '20', '40']",dg5.tpf,HS,50,5,2,20,40,1,52,93,8,2,1,"1,469387755",2,1,"1,530612245","0,2","38,46153846",78,39,556,"168,551891","0,00399017334"
"['50', '5', '2', '20', '40']",dg5.tpf,RS,50,5,2,20,40,1,52,93,8,2,1,"1,469387755",2,1,"1,530612245","0,2","38,46153846",78,39,1515,"168,551891","0,02592968941"
"['50', '5', '2', '20', '40']",dg6.tpf,SAA,50,5,2,20,40,1,52,95,7,2,1,"1,510204082",2,1,"1,571428571","0,2","44,23076923",78,39,841,"185,8127895","0,02693128586"
"['50', '5', '2', '20', '40']",dg6.tpf,HS,50,5,2,20,40,1,52,95,7,2,1,"1,510204082",2,1,"1,571428571","0,2","44,23076923",78,39,653,"185,8127895","0,004986763"
"['50', '5', '2', '20', '40']",dg6.tpf,RS,50,5,2,20,40,1,52,95,7,2,1,"1,510204082",2,1,"1,571428571","0,2","44,23076923",78,39,1451,"185,8127895","0,01895594597"
"['50', '5', '2', '20', '40']",dg7.tpf,SAA,50,5,2,20,40,1,52,94,7,2,1,"1,551020408",2,1,"1,469387755","0,2","38,46153846",72,36,673,"217,4489535","0,00996899605"
"['50', '5', '2', '20', '40']",dg7.tpf,HS,50,5,2,20,40,1,52,94,7,2,1,"1,551020408",2,1,"1,469387755","0,2","38,46153846",72,36,474,"217,4489535","0,004986763"
"['50', '5', '2', '20', '40']",dg7.tpf,RS,50,5,2,20,40,1,52,94,7,2,1,"1,551020408",2,1,"1,469387755","0,2","38,46153846",72,36,689,"217,4489535","0,00997304916"
"['50', '5', '2', '20', '40']",dg8.tpf,SAA,50,5,2,20,40,1,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","32,69230769",74,37,847,"139,1750596","0,014960289"
"['50', '5', '2', '20', '40']",dg8.tpf,HS,50,5,2,20,40,1,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","32,69230769",74,37,559,"139,1750596","0,00498509407"
"['50', '5', '2', '20', '40']",dg8.tpf,RS,50,5,2,20,40,1,52,95,7,2,1,"1,551020408",2,1,"1,551020408","0,2","32,69230769",74,37,1220,"139,1750596","0,01396155357"
"['50', '5', '2', '20', '40']",dg9.tpf,SAA,50,5,2,20,40,1,52,95,7,2,1,"1,510204082",2,1,"1,571428571","0,2","38,46153846",68,34,778,"129,4760528","0,02194213867"
"['50', '5', '2', '20', '40']",dg9.tpf,HS,50,5,2,20,40,1,52,95,7,2,1,"1,510204082",2,1,"1,571428571","0,2","38,46153846",68,34,490,"129,4760528","0,00598216057"
"['50', '5', '2', '20', '40']",dg9.tpf,RS,50,5,2,20,40,1,52,95,7,2,1,"1,510204082",2,1,"1,571428571","0,2","38,46153846",68,34,1594,"129,4760528","0,01295924187"
"['50', '5', '2', '20', '40']",dg1.tpf,SAA,50,5,2,20,40,2,52,95,7,2,1,"1,530612245",2,1,"1,591836735","0,2",25,111,37,514,"160,2840205","0,00299263"
"['50', '5', '2', '20', '40']",dg1.tpf,HS,50,5,2,20,40,2,52,95,7,2,1,"1,530612245",2,1,"1,591836735","0,2",25,111,37,288,"160,2840205","0,00099754333"
"['50', '5', '2', '20', '40']",dg1.tpf,RS,50,5,2,20,40,2,52,95,7,2,1,"1,530612245",2,1,"1,591836735","0,2",25,111,37,542,"159,7099086","0,00299215317"
"['50', '5', '2', '20', '40']",dg10.tpf,SAA,50,5,2,20,40,2,52,95,7,2,1,"1,469387755",2,1,"1,530612245","0,2","46,15384615",123,41,1025,"102,9830556","0,00698328018"
"['50', '5', '2', '20', '40']",dg10.tpf,HS,50,5,2,20,40,2,52,95,7,2,1,"1,469387755",2,1,"1,530612245","0,2","46,15384615",123,41,827,"102,9830556","0,00298643112"
"['50', '5', '2', '20', '40']",dg10.tpf,RS,50,5,2,20,40,2,52,95,7,2,1,"1,469387755",2,1,"1,530612245","0,2","46,15384615",123,41,1998,"102,9830556","0,01396179199"
"['50', '5', '2', '20', '40']",dg2.tpf,SAA,50,5,2,20,40,2,52,94,7,2,1,"1,489795918",2,1,"1,489795918","0,2","32,69230769",117,39,524,"171,3277902","0,00153160095"
"['50', '5', '2', '20', '40']",dg2.tpf,HS,50,5,2,20,40,2,52,94,7,2,1,"1,489795918",2,1,"1,489795918","0,2","32,69230769",117,39,338,"171,3277902",0
"['50', '5', '2', '20', '40']",dg2.tpf,RS,50,5,2,20,40,2,52,94,7,2,1,"1,489795918",2,1,"1,489795918","0,2","32,69230769",117,37,911,"171,3277902",0
"['50', '5', '2', '20', '40']",dg3.tpf,SAA,50,5,2,20,40,2,52,96,7,2,1,"1,571428571",2,1,"1,612244898","0,2","17,30769231",114,38,322,"236,703547",0
"['50', '5', '2', '20', '40']",dg3.tpf,HS,50,5,2,20,40,2,52,96,7,2,1,"1,571428571",2,1,"1,612244898","0,2","17,30769231",114,38,177,"236,703547",0
"['50', '5', '2', '20', '40']",dg3.tpf,RS,50,5,2,20,40,2,52,96,7,2,1,"1,571428571",2,1,"1,612244898","0,2","17,30769231",114,38,364,"236,6476777","0,00099754333"
"['50', '5', '2', '20', '40']",dg4.tpf,SAA,50,5,2,20,40,2,52,92,8,2,1,"1,510204082",2,1,"1,530612245","0,2","42,30769231",132,44,1102,"70,8601488","0,0070476532"
"['50', '5', '2', '20', '40']",dg4.tpf,HS,50,5,2,20,40,2,52,92,8,2,1,"1,510204082",2,1,"1,530612245","0,2","42,30769231",132,44,728,"70,8601488",0
"['50', '5', '2', '20', '40']",dg4.tpf,RS,50,5,2,20,40,2,52,92,8,2,1,"1,510204082",2,1,"1,530612245","0,2","42,30769231",132,38,1936,"70,8601488",0
"['50', '5', '2', '20', '40']",dg5.tpf,SAA,50,5,2,20,40,2,52,96,8,2,1,"1,591836735",2,1,"1,612244898","0,2","42,30769231",123,41,1250,"120,2139715","0,00214529037"
"['50', '5', '2', '20', '40']",dg5.tpf,HS,50,5,2,20,40,2,52,96,8,2,1,"1,591836735",2,1,"1,612244898","0,2","42,30769231",123,41,848,"120,2139715",0
"['50', '5', '2', '20', '40']",dg5.tpf,RS,50,5,2,20,40,2,52,96,8,2,1,"1,591836735",2,1,"1,612244898","0,2","42,30769231",123,41,1571,"120,2139715","0,01561975479"
"['50', '5', '2', '20', '40']",dg6.tpf,SAA,50,5,2,20,40,2,52,95,7,2,1,"1,571428571",2,1,"1,551020408","0,2","38,46153846",126,42,971,"112,1612563",0
"['50', '5', '2', '20', '40']",dg6.tpf,HS,50,5,2,20,40,2,52,95,7,2,1,"1,571428571",2,1,"1,551020408","0,2","38,46153846",126,42,694,"112,1612563",0
