Id;Batch;Instance;algo;vertices;layer;fan;disRate;percNeg;cpMult;Vertices;Edges;Diameter;Max in degree;Min in degree;Max out degree;Min out degree;Negative activities;Deadline;Last task Early Finish;effort;NPV
407;64-4-3-25-50-1;dg5.tpf;HS;64;4;3;25;50;1;66;153;7;19;1;22;1;43,93939394;72;36;709;367,21
408;64-4-3-25-50-1;dg5.tpf;RS;64;4;3;25;50;1;66;153;7;19;1;22;1;43,93939394;72;36;3003;367,21
409;64-4-3-25-50-1;dg6.tpf;SAA;64;4;3;25;50;1;66;155;7;21;1;21;1;50;74;37;1151;250,87
410;64-4-3-25-50-1;dg6.tpf;HS;64;4;3;25;50;1;66;155;7;21;1;21;1;50;74;37;735;250,87
411;64-4-3-25-50-1;dg6.tpf;RS;64;4;3;25;50;1;66;155;7;21;1;21;1;50;74;37;2057;250,87
412;64-4-3-25-50-1;dg7.tpf;SAA;64;4;3;25;50;1;66;153;7;22;1;17;1;50;66;33;1044;153,65
413;64-4-3-25-50-1;dg7.tpf;HS;64;4;3;25;50;1;66;153;7;22;1;17;1;50;66;33;677;153,65
414;64-4-3-25-50-1;dg7.tpf;RS;64;4;3;25;50;1;66;153;7;22;1;17;1;50;66;33;3006;153,65
415;64-4-3-25-50-1;dg8.tpf;SAA;64;4;3;25;50;1;66;151;7;19;1;20;1;45,45454545;78;39;1152;255,79
416;64-4-3-25-50-1;dg8.tpf;HS;64;4;3;25;50;1;66;151;7;19;1;20;1;45,45454545;78;39;835;255,79
417;64-4-3-25-50-1;dg8.tpf;RS;64;4;3;25;50;1;66;151;7;19;1;20;1;45,45454545;78;39;3630;255,79
418;64-4-3-25-50-1;dg9.tpf;SAA;64;4;3;25;50;1;66;158;7;20;1;24;1;59,09090909;72;36;1323;310,96
419;64-4-3-25-50-1;dg9.tpf;HS;64;4;3;25;50;1;66;158;7;20;1;24;1;59,09090909;72;36;1075;310,96
420;64-4-3-25-50-1;dg9.tpf;RS;64;4;3;25;50;1;66;158;7;20;1;24;1;59,09090909;72;36;3309;310,96
421;64-4-4-25-25-1;dg1.tpf;SAA;64;4;4;25;25;1;66;178;7;18;1;21;1;75,75757576;70;35;3723;66,42
422;64-4-4-25-25-1;dg1.tpf;HS;64;4;4;25;25;1;66;178;7;18;1;21;1;75,75757576;70;35;3453;66,42
423;64-4-4-25-25-1;dg1.tpf;RS;64;4;4;25;25;1;66;178;7;18;1;21;1;75,75757576;70;35;10329;66,42
424;64-4-4-25-25-1;dg10.tpf;SAA;64;4;4;25;25;1;66;185;7;18;1;22;1;80,3030303;74;37;3763;80,03
425;64-4-4-25-25-1;dg10.tpf;HS;64;4;4;25;25;1;66;185;7;18;1;22;1;80,3030303;74;37;3421;80,03
426;64-4-4-25-25-1;dg10.tpf;RS;64;4;4;25;25;1;66;185;7;18;1;22;1;80,3030303;74;37;31091;80,03
427;64-4-4-25-25-1;dg2.tpf;SAA;64;4;4;25;25;1;66;188;7;19;1;20;1;75,75757576;74;37;4338;164,25
428;64-4-4-25-25-1;dg2.tpf;HS;64;4;4;25;25;1;66;188;7;19;1;20;1;75,75757576;74;37;3702;164,25
429;64-4-4-25-25-1;dg2.tpf;RS;64;4;4;25;25;1;66;188;7;19;1;20;1;75,75757576;74;37;23234;164,25
430;64-4-4-25-25-1;dg3.tpf;SAA;64;4;4;25;25;1;66;195;7;15;1;21;1;74,24242424;76;38;3771;194,77
431;64-4-4-25-25-1;dg3.tpf;HS;64;4;4;25;25;1;66;195;7;15;1;21;1;74,24242424;76;38;3350;194,77
432;64-4-4-25-25-1;dg3.tpf;RS;64;4;4;25;25;1;66;195;7;15;1;21;1;74,24242424;76;38;35757;194,77
433;64-4-4-25-25-1;dg4.tpf;SAA;64;4;4;25;25;1;66;195;7;22;1;16;1;75,75757576;74;37;4338;114,38
434;64-4-4-25-25-1;dg4.tpf;HS;64;4;4;25;25;1;66;195;7;22;1;16;1;75,75757576;74;37;4043;114,38
435;64-4-4-25-25-1;dg4.tpf;RS;64;4;4;25;25;1;66;195;7;22;1;16;1;75,75757576;74;37;30296;114,38
436;64-4-4-25-25-1;dg5.tpf;SAA;64;4;4;25;25;1;66;184;7;20;1;18;1;77,27272727;74;37;4545;172,36
437;64-4-4-25-25-1;dg5.tpf;HS;64;4;4;25;25;1;66;184;7;20;1;18;1;77,27272727;74;37;3836;172,36
438;64-4-4-25-25-1;dg5.tpf;RS;64;4;4;25;25;1;66;184;7;20;1;18;1;77,27272727;74;37;8937;172,36
439;64-4-4-25-25-1;dg6.tpf;SAA;64;4;4;25;25;1;66;190;7;19;1;20;1;77,27272727;72;36;5243;154,23
440;64-4-4-25-25-1;dg6.tpf;HS;64;4;4;25;25;1;66;190;7;19;1;20;1;77,27272727;72;36;4250;154,23
441;64-4-4-25-25-1;dg6.tpf;RS;64;4;4;25;25;1;66;190;7;19;1;20;1;77,27272727;72;36;22400;154,23
442;64-4-4-25-25-1;dg7.tpf;SAA;64;4;4;25;25;1;66;193;7;18;1;21;1;68,18181818;74;37;3475;117,41
443;64-4-4-25-25-1;dg7.tpf;HS;64;4;4;25;25;1;66;193;7;18;1;21;1;68,18181818;74;37;3056;117,41
444;64-4-4-25-25-1;dg7.tpf;RS;64;4;4;25;25;1;66;193;7;18;1;21;1;68,18181818;74;37;23699;117,41
445;64-4-4-25-25-1;dg8.tpf;SAA;64;4;4;25;25;1;66;182;7;20;1;22;1;74,24242424;68;34;2651;249,82
446;64-4-4-25-25-1;dg8.tpf;HS;64;4;4;25;25;1;66;182;7;20;1;22;1;74,24242424;68;34;2447;249,82
447;64-4-4-25-25-1;dg8.tpf;RS;64;4;4;25;25;1;66;182;7;20;1;22;1;74,24242424;68;34;15533;249,82
448;64-4-4-25-25-1;dg9.tpf;SAA;64;4;4;25;25;1;66;181;7;18;1;21;1;74,24242424;76;38;4196;126,29
449;64-4-4-25-25-1;dg9.tpf;HS;64;4;4;25;25;1;66;181;7;18;1;21;1;74,24242424;76;38;3399;126,29
450;64-4-4-25-25-1;dg9.tpf;RS;64;4;4;25;25;1;66;181;7;18;1;21;1;74,24242424;76;38;11333;126,29
451;64-4-4-25-50-1;dg1.tpf;SAA;64;4;4;25;50;1;66;175;7;21;1;17;1;51,51515152;72;36;1189;274,81
452;64-4-4-25-50-1;dg1.tpf;HS;64;4;4;25;50;1;66;175;7;21;1;17;1;51,51515152;72;36;938;274,81
453;64-4-4-25-50-1;dg1.tpf;RS;64;4;4;25;50;1;66;175;7;21;1;17;1;51,51515152;72;36;1893;274,81
454;64-4-4-25-50-1;dg10.tpf;SAA;64;4;4;25;50;1;66;169;7;16;1;21;1;60,60606061;72;36;2437;233,66
455;64-4-4-25-50-1;dg10.tpf;HS;64;4;4;25;50;1;66;169;7;16;1;21;1;60,60606061;72;36;1766;233,66
456;64-4-4-25-50-1;dg10.tpf;RS;64;4;4;25;50;1;66;169;7;16;1;21;1;60,60606061;72;36;8909;233,66
457;64-4-4-25-50-1;dg2.tpf;SAA;64;4;4;25;50;1;66;186;7;19;1;22;1;57,57575758;76;38;2588;170,2
458;64-4-4-25-50-1;dg2.tpf;HS;64;4;4;25;50;1;66;186;7;19;1;22;1;57,57575758;76;38;1927;170,2
459;64-4-4-25-50-1;dg2.tpf;RS;64;4;4;25;50;1;66;186;7;19;1;22;1;57,57575758;76;38;5327;170,2
460;64-4-4-25-50-1;dg3.tpf;SAA;64;4;4;25;50;1;66;187;6;20;1;20;1;50;78;39;1314;364,98
461;64-4-4-25-50-1;dg3.tpf;HS;64;4;4;25;50;1;66;187;6;20;1;20;1;50;78;39;1079;364,98
462;64-4-4-25-50-1;dg3.tpf;RS;64;4;4;25;50;1;66;187;6;20;1;20;1;50;78;39;4895;364,98
463;64-4-4-25-50-1;dg4.tpf;SAA;64;4;4;25;50;1;66;179;7;14;1;24;1;56,06060606;72;36;2211;309,71
464;64-4-4-25-50-1;dg4.tpf;HS;64;4;4;25;50;1;66;179;7;14;1;24;1;56,06060606;72;36;1788;309,71
465;64-4-4-25-50-1;dg4.tpf;RS;64;4;4;25;50;1;66;179;7;14;1;24;1;56,06060606;72;36;12125;309,71
466;64-4-4-25-50-1;dg5.tpf;SAA;64;4;4;25;50;1;66;191;6;21;1;21;1;53,03030303;76;38;1868;291,17
467;64-4-4-25-50-1;dg5.tpf;HS;64;4;4;25;50;1;66;191;6;21;1;21;1;53,03030303;76;38;1181;291,17
468;64-4-4-25-50-1;dg5.tpf;RS;64;4;4;25;50;1;66;191;6;21;1;21;1;53,03030303;76;38;12370;291,17
469;64-4-4-25-50-1;dg6.tpf;SAA;64;4;4;25;50;1;66;193;7;21;1;16;1;53,03030303;74;37;1029;201,25
470;64-4-4-25-50-1;dg6.tpf;HS;64;4;4;25;50;1;66;193;7;21;1;16;1;53,03030303;74;37;758;201,25
471;64-4-4-25-50-1;dg6.tpf;RS;64;4;4;25;50;1;66;193;7;21;1;16;1;53,03030303;74;37;5561;201,25
472;64-4-4-25-50-1;dg7.tpf;SAA;64;4;4;25;50;1;66;174;7;15;1;23;1;53,03030303;74;37;1695;439,58
473;64-4-4-25-50-1;dg7.tpf;HS;64;4;4;25;50;1;66;174;7;15;1;23;1;53,03030303;74;37;1233;439,58
474;64-4-4-25-50-1;dg7.tpf;RS;64;4;4;25;50;1;66;174;7;15;1;23;1;53,03030303;74;37;7787;439,58
475;64-4-4-25-50-1;dg8.tpf;SAA;64;4;4;25;50;1;66;198;7;18;1;22;1;51,51515152;72;36;2362;345,88
476;64-4-4-25-50-1;dg8.tpf;HS;64;4;4;25;50;1;66;198;7;18;1;22;1;51,51515152;72;36;1555;345,88
477;64-4-4-25-50-1;dg8.tpf;RS;64;4;4;25;50;1;66;198;7;18;1;22;1;51,51515152;72;36;6116;345,88
478;64-4-4-25-50-1;dg9.tpf;SAA;64;4;4;25;50;1;66;186;7;20;1;22;1;43,93939394;76;38;963;193,44
479;64-4-4-25-50-1;dg9.tpf;HS;64;4;4;25;50;1;66;186;7;20;1;22;1;43,93939394;76;38;692;193,44
480;64-4-4-25-50-1;dg9.tpf;RS;64;4;4;25;50;1;66;186;7;20;1;22;1;43,93939394;76;38;5616;193,44
481;64-6-3-25-25-1;dg1.tpf;SAA;64;6;3;25;25;1;66;161;7;17;1;19;1;65,15151515;90;45;1913;167,85
482;64-6-3-25-25-1;dg1.tpf;HS;64;6;3;25;25;1;66;161;7;17;1;19;1;65,15151515;90;45;1537;167,85
483;64-6-3-25-25-1;dg1.tpf;RS;64;6;3;25;25;1;66;161;7;17;1;19;1;65,15151515;90;45;4459;167,85
484;64-6-3-25-25-1;dg10.tpf;SAA;64;6;3;25;25;1;66;156;7;18;1;18;1;75,75757576;96;48;2636;71,71
485;64-6-3-25-25-1;dg10.tpf;HS;64;6;3;25;25;1;66;156;7;18;1;18;1;75,75757576;96;48;2177;71,71
486;64-6-3-25-25-1;dg10.tpf;RS;64;6;3;25;25;1;66;156;7;18;1;18;1;75,75757576;96;48;8282;71,71
487;64-6-3-25-25-1;dg2.tpf;SAA;64;6;3;25;25;1;66;154;8;18;1;14;1;66,66666667;104;52;2458;19,05
488;64-6-3-25-25-1;dg2.tpf;HS;64;6;3;25;25;1;66;154;8;18;1;14;1;66,66666667;104;52;1780;19,05
489;64-6-3-25-25-1;dg2.tpf;RS;64;6;3;25;25;1;66;154;8;18;1;14;1;66,66666667;104;52;19213;19,05
490;64-6-3-25-25-1;dg3.tpf;SAA;64;6;3;25;25;1;66;156;7;18;1;18;1;72,72727273;92;46;1614;30,08
491;64-6-3-25-25-1;dg3.tpf;HS;64;6;3;25;25;1;66;156;7;18;1;18;1;72,72727273;92;46;1338;30,08
492;64-6-3-25-25-1;dg3.tpf;RS;64;6;3;25;25;1;66;156;7;18;1;18;1;72,72727273;92;46;16675;30,08
493;64-6-3-25-25-1;dg4.tpf;SAA;64;6;3;25;25;1;66;147;7;22;1;18;1;75,75757576;78;39;1987;58,88
494;64-6-3-25-25-1;dg4.tpf;HS;64;6;3;25;25;1;66;147;7;22;1;18;1;75,75757576;78;39;1656;58,88
495;64-6-3-25-25-1;dg4.tpf;RS;64;6;3;25;25;1;66;147;7;22;1;18;1;75,75757576;78;39;5237;58,88
496;64-6-3-25-25-1;dg5.tpf;SAA;64;6;3;25;25;1;66;151;7;19;1;16;1;65,15151515;96;48;3105;69,49
497;64-6-3-25-25-1;dg5.tpf;HS;64;6;3;25;25;1;66;151;7;19;1;16;1;65,15151515;96;48;2272;69,49
498;64-6-3-25-25-1;dg5.tpf;RS;64;6;3;25;25;1;66;151;7;19;1;16;1;65,15151515;96;48;22984;69,49
499;64-6-3-25-25-1;dg6.tpf;SAA;64;6;3;25;25;1;66;149;7;21;1;20;1;68,18181818;82;41;1743;58,4
500;64-6-3-25-25-1;dg6.tpf;HS;64;6;3;25;25;1;66;149;7;21;1;20;1;68,18181818;82;41;1487;58,4
501;64-6-3-25-25-1;dg6.tpf;RS;64;6;3;25;25;1;66;149;7;21;1;20;1;68,18181818;82;41;4936;58,4
502;64-6-3-25-25-1;dg7.tpf;SAA;64;6;3;25;25;1;66;156;7;16;1;21;1;74,24242424;90;45;2562;109,86
503;64-6-3-25-25-1;dg7.tpf;HS;64;6;3;25;25;1;66;156;7;16;1;21;1;74,24242424;90;45;2132;109,86
504;64-6-3-25-25-1;dg7.tpf;RS;64;6;3;25;25;1;66;156;7;16;1;21;1;74,24242424;90;45;7388;109,86
505;64-6-3-25-25-1;dg8.tpf;SAA;64;6;3;25;25;1;66;158;7;17;1;17;1;80,3030303;100;50;4565;38,8
506;64-6-3-25-25-1;dg8.tpf;HS;64;6;3;25;25;1;66;158;7;17;1;17;1;80,3030303;100;50;3881;38,8
507;64-6-3-25-25-1;dg8.tpf;RS;64;6;3;25;25;1;66;158;7;17;1;17;1;80,3030303;100;50;37178;38,8
508;64-6-3-25-25-1;dg9.tpf;SAA;64;6;3;25;25;1;66;156;7;19;1;16;1;71,21212121;90;45;2592;80,31
509;64-6-3-25-25-1;dg9.tpf;HS;64;6;3;25;25;1;66;156;7;19;1;16;1;71,21212121;90;45;2256;80,31
510;64-6-3-25-25-1;dg9.tpf;RS;64;6;3;25;25;1;66;156;7;19;1;16;1;71,21212121;90;45;18177;80,31
511;64-6-3-25-50-1;dg1.tpf;SAA;64;6;3;25;50;1;66;148;7;19;1;22;1;45,45454545;96;48;894;427,87
512;64-6-3-25-50-1;dg1.tpf;HS;64;6;3;25;50;1;66;148;7;19;1;22;1;45,45454545;96;48;627;427,87
513;64-6-3-25-50-1;dg1.tpf;RS;64;6;3;25;50;1;66;148;7;19;1;22;1;45,45454545;96;48;2447;427,87
514;64-6-3-25-50-1;dg10.tpf;SAA;64;6;3;25;50;1;66;158;7;18;1;18;1;45,45454545;102;51;1198;237
515;64-6-3-25-50-1;dg10.tpf;HS;64;6;3;25;50;1;66;158;7;18;1;18;1;45,45454545;102;51;777;237
516;64-6-3-25-50-1;dg10.tpf;RS;64;6;3;25;50;1;66;158;7;18;1;18;1;45,45454545;102;51;5554;237
517;64-6-3-25-50-1;dg2.tpf;SAA;64;6;3;25;50;1;66;159;8;20;1;19;1;45,45454545;94;47;622;181,92
518;64-6-3-25-50-1;dg2.tpf;HS;64;6;3;25;50;1;66;159;8;20;1;19;1;45,45454545;94;47;455;181,92
519;64-6-3-25-50-1;dg2.tpf;RS;64;6;3;25;50;1;66;159;8;20;1;19;1;45,45454545;94;47;5210;181,92
520;64-6-3-25-50-1;dg3.tpf;SAA;64;6;3;25;50;1;66;162;7;17;1;21;1;45,45454545;104;52;852;233,23
521;64-6-3-25-50-1;dg3.tpf;HS;64;6;3;25;50;1;66;162;7;17;1;21;1;45,45454545;104;52;574;233,23
522;64-6-3-25-50-1;dg3.tpf;RS;64;6;3;25;50;1;66;162;7;17;1;21;1;45,45454545;104;52;5016;233,23
523;64-6-3-25-50-1;dg4.tpf;SAA;64;6;3;25;50;1;66;155;7;21;1;21;1;51,51515152;86;43;901;292,19
524;64-6-3-25-50-1;dg4.tpf;HS;64;6;3;25;50;1;66;155;7;21;1;21;1;51,51515152;86;43;642;292,19
525;64-6-3-25-50-1;dg4.tpf;RS;64;6;3;25;50;1;66;155;7;21;1;21;1;51,51515152;86;43;2172;292,19
526;64-6-3-25-50-1;dg5.tpf;SAA;64;6;3;25;50;1;66;153;7;20;1;18;1;39,39393939;92;46;746;260,81
527;64-6-3-25-50-1;dg5.tpf;HS;64;6;3;25;50;1;66;153;7;20;1;18;1;39,39393939;92;46;441;260,81
528;64-6-3-25-50-1;dg5.tpf;RS;64;6;3;25;50;1;66;153;7;20;1;18;1;39,39393939;92;46;4039;260,81
529;64-6-3-25-50-1;dg6.tpf;SAA;64;6;3;25;50;1;66;152;7;18;1;20;1;54,54545455;84;42;1257;322,83
530;64-6-3-25-50-1;dg6.tpf;HS;64;6;3;25;50;1;66;152;7;18;1;20;1;54,54545455;84;42;868;322,83
531;64-6-3-25-50-1;dg6.tpf;RS;64;6;3;25;50;1;66;152;7;18;1;20;1;54,54545455;84;42;3879;322,83
532;64-6-3-25-50-1;dg7.tpf;SAA;64;6;3;25;50;1;66;159;7;17;1;16;1;48,48484848;104;52;1421;307,73
533;64-6-3-25-50-1;dg7.tpf;HS;64;6;3;25;50;1;66;159;7;17;1;16;1;48,48484848;104;52;970;307,73
534;64-6-3-25-50-1;dg7.tpf;RS;64;6;3;25;50;1;66;159;7;17;1;16;1;48,48484848;104;52;2327;307,73
535;64-6-3-25-50-1;dg8.tpf;SAA;64;6;3;25;50;1;66;150;8;21;1;14;1;45,45454545;82;41;981;127,55
536;64-6-3-25-50-1;dg8.tpf;HS;64;6;3;25;50;1;66;150;8;21;1;14;1;45,45454545;82;41;691;127,55
537;64-6-3-25-50-1;dg8.tpf;RS;64;6;3;25;50;1;66;150;8;21;1;14;1;45,45454545;82;41;3616;127,55
538;64-6-3-25-50-1;dg9.tpf;SAA;64;6;3;25;50;1;66;158;7;20;1;19;1;43,93939394;94;47;814;396,92
539;64-6-3-25-50-1;dg9.tpf;HS;64;6;3;25;50;1;66;158;7;20;1;19;1;43,93939394;94;47;537;396,92
540;64-6-3-25-50-1;dg9.tpf;RS;64;6;3;25;50;1;66;158;7;20;1;19;1;43,93939394;94;47;2064;396,92
541;64-6-4-25-25-1;dg1.tpf;SAA;64;6;4;25;25;1;66;184;7;15;1;16;1;80,3030303;102;51;3965;120,44
542;64-6-4-25-25-1;dg1.tpf;HS;64;6;4;25;25;1;66;184;7;15;1;16;1;80,3030303;102;51;3621;120,44
543;64-6-4-25-25-1;dg1.tpf;RS;64;6;4;25;25;1;66;184;7;15;1;16;1;80,3030303;102;51;40212;120,44
544;64-6-4-25-25-1;dg10.tpf;SAA;64;6;4;25;25;1;66;187;7;13;1;15;1;69,6969697;106;53;3692;44,92
545;64-6-4-25-25-1;dg10.tpf;HS;64;6;4;25;25;1;66;187;7;13;1;15;1;69,6969697;106;53;3202;44,92
546;64-6-4-25-25-1;dg10.tpf;RS;64;6;4;25;25;1;66;187;7;13;1;15;1;69,6969697;106;53;28002;44,92
547;64-6-4-25-25-1;dg2.tpf;SAA;64;6;4;25;25;1;66;199;7;17;1;12;1;77,27272727;102;51;4067;53,52
548;64-6-4-25-25-1;dg2.tpf;HS;64;6;4;25;25;1;66;199;7;17;1;12;1;77,27272727;102;51;3757;53,52
549;64-6-4-25-25-1;dg2.tpf;RS;64;6;4;25;25;1;66;199;7;17;1;12;1;77,27272727;102;51;27918;53,52
550;64-6-4-25-25-1;dg3.tpf;SAA;64;6;4;25;25;1;66;186;7;18;1;15;1;66,66666667;106;53;7031;11,08
551;64-6-4-25-25-1;dg3.tpf;HS;64;6;4;25;25;1;66;186;7;18;1;15;1;66,66666667;106;53;5138;11,08
552;64-6-4-25-25-1;dg3.tpf;RS;64;6;4;25;25;1;66;186;7;18;1;15;1;66,66666667;106;53;24840;11,08
553;64-6-4-25-25-1;dg4.tpf;SAA;64;6;4;25;25;1;66;194;7;17;1;17;1;72,72727273;104;52;5590;152,5
554;64-6-4-25-25-1;dg4.tpf;HS;64;6;4;25;25;1;66;194;7;17;1;17;1;72,72727273;104;52;4335;152,5
555;64-6-4-25-25-1;dg4.tpf;RS;64;6;4;25;25;1;66;194;7;17;1;17;1;72,72727273;104;52;11940;152,5
556;64-6-4-25-25-1;dg5.tpf;SAA;64;6;4;25;25;1;66;193;7;15;1;17;1;72,72727273;94;47;5593;159,6
557;64-6-4-25-25-1;dg5.tpf;HS;64;6;4;25;25;1;66;193;7;15;1;17;1;72,72727273;94;47;4411;159,6
558;64-6-4-25-25-1;dg5.tpf;RS;64;6;4;25;25;1;66;193;7;15;1;17;1;72,72727273;94;47;12392;159,6
559;64-6-4-25-25-1;dg6.tpf;SAA;64;6;4;25;25;1;66;195;7;17;1;19;1;77,27272727;98;49;4089;85,85
560;64-6-4-25-25-1;dg6.tpf;HS;64;6;4;25;25;1;66;195;7;17;1;19;1;77,27272727;98;49;3909;85,85
561;64-6-4-25-25-1;dg6.tpf;RS;64;6;4;25;25;1;66;195;7;17;1;19;1;77,27272727;98;49;39043;85,85
562;64-6-4-25-25-1;dg7.tpf;SAA;64;6;4;25;25;1;66;184;7;16;1;18;1;81,81818182;108;54;4929;82,82
563;64-6-4-25-25-1;dg7.tpf;HS;64;6;4;25;25;1;66;184;7;16;1;18;1;81,81818182;108;54;4398;82,82
564;64-6-4-25-25-1;dg7.tpf;RS;64;6;4;25;25;1;66;184;7;16;1;18;1;81,81818182;108;54;13221;82,82
565;64-6-4-25-25-1;dg8.tpf;SAA;64;6;4;25;25;1;66;186;7;15;1;15;1;69,6969697;104;52;4683;134,41
566;64-6-4-25-25-1;dg8.tpf;HS;64;6;4;25;25;1;66;186;7;15;1;15;1;69,6969697;104;52;3787;134,41
567;64-6-4-25-25-1;dg8.tpf;RS;64;6;4;25;25;1;66;186;7;15;1;15;1;69,6969697;104;52;24182;134,41
568;64-6-4-25-25-1;dg9.tpf;SAA;64;6;4;25;25;1;66;191;7;16;1;16;1;66,66666667;98;49;3725;210,59
569;64-6-4-25-25-1;dg9.tpf;HS;64;6;4;25;25;1;66;191;7;16;1;16;1;66,66666667;98;49;2933;210,59
570;64-6-4-25-25-1;dg9.tpf;RS;64;6;4;25;25;1;66;191;7;16;1;16;1;66,66666667;98;49;18034;210,59
571;64-6-4-25-50-1;dg1.tpf;SAA;64;6;4;25;50;1;66;180;7;18;1;14;1;54,54545455;92;46;2293;201,93
572;64-6-4-25-50-1;dg1.tpf;HS;64;6;4;25;50;1;66;180;7;18;1;14;1;54,54545455;92;46;1535;201,93
573;64-6-4-25-50-1;dg1.tpf;RS;64;6;4;25;50;1;66;180;7;18;1;14;1;54,54545455;92;46;4539;201,93
574;64-6-4-25-50-1;dg10.tpf;SAA;64;6;4;25;50;1;66;186;7;17;1;13;1;34,84848485;94;47;942;222,21
575;64-6-4-25-50-1;dg10.tpf;HS;64;6;4;25;50;1;66;186;7;17;1;13;1;34,84848485;94;47;610;222,21
576;64-6-4-25-50-1;dg10.tpf;RS;64;6;4;25;50;1;66;186;7;17;1;13;1;34,84848485;94;47;2382;222,21
577;64-6-4-25-50-1;dg2.tpf;SAA;64;6;4;25;50;1;66;186;7;14;1;15;1;50;102;51;1546;140,02
578;64-6-4-25-50-1;dg2.tpf;HS;64;6;4;25;50;1;66;186;7;14;1;15;1;50;102;51;1069;140,02
579;64-6-4-25-50-1;dg2.tpf;RS;64;6;4;25;50;1;66;186;7;14;1;15;1;50;102;51;13114;140,02
580;64-6-4-25-50-1;dg3.tpf;SAA;64;6;4;25;50;1;66;195;7;15;1;19;1;51,51515152;94;47;2569;94,66
581;64-6-4-25-50-1;dg3.tpf;HS;64;6;4;25;50;1;66;195;7;15;1;19;1;51,51515152;94;47;2093;94,66
582;64-6-4-25-50-1;dg3.tpf;RS;64;6;4;25;50;1;66;195;7;15;1;19;1;51,51515152;94;47;32835;94,66
583;64-6-4-25-50-1;dg4.tpf;SAA;64;6;4;25;50;1;66;182;8;13;1;20;1;40,90909091;98;49;1103;281,73
584;64-6-4-25-50-1;dg4.tpf;HS;64;6;4;25;50;1;66;182;8;13;1;20;1;40,90909091;98;49;778;281,73
585;64-6-4-25-50-1;dg4.tpf;RS;64;6;4;25;50;1;66;182;8;13;1;20;1;40,90909091;98;49;3667;281,73
586;64-6-4-25-50-1;dg5.tpf;SAA;64;6;4;25;50;1;66;193;7;15;1;15;1;46,96969697;106;53;1295;187,79
587;64-6-4-25-50-1;dg5.tpf;HS;64;6;4;25;50;1;66;193;7;15;1;15;1;46,96969697;106;53;958;187,79
588;64-6-4-25-50-1;dg5.tpf;RS;64;6;4;25;50;1;66;193;7;15;1;15;1;46,96969697;106;53;12208;187,79
589;64-6-4-25-50-1;dg6.tpf;SAA;64;6;4;25;50;1;66;193;7;17;1;16;1;50;102;51;1985;287,21
590;64-6-4-25-50-1;dg6.tpf;HS;64;6;4;25;50;1;66;193;7;17;1;16;1;50;102;51;1404;287,21
591;64-6-4-25-50-1;dg6.tpf;RS;64;6;4;25;50;1;66;193;7;17;1;16;1;50;102;51;6857;287,21
592;64-6-4-25-50-1;dg7.tpf;SAA;64;6;4;25;50;1;66;197;7;15;1;16;1;45,45454545;100;50;3666;137,19
593;64-6-4-25-50-1;dg7.tpf;HS;64;6;4;25;50;1;66;197;7;15;1;16;1;45,45454545;100;50;2428;137,19
594;64-6-4-25-50-1;dg7.tpf;RS;64;6;4;25;50;1;66;197;7;15;1;16;1;45,45454545;100;50;7258;137,19
595;64-6-4-25-50-1;dg8.tpf;SAA;64;6;4;25;50;1;66;185;7;20;1;16;1;56,06060606;94;47;2259;186,93
596;64-6-4-25-50-1;dg8.tpf;HS;64;6;4;25;50;1;66;185;7;20;1;16;1;56,06060606;94;47;1619;186,93
597;64-6-4-25-50-1;dg8.tpf;RS;64;6;4;25;50;1;66;185;7;20;1;16;1;56,06060606;94;47;9543;186,93
598;64-6-4-25-50-1;dg9.tpf;SAA;64;6;4;25;50;1;66;196;7;15;1;15;1;42,42424242;108;54;1044;167,21
599;64-6-4-25-50-1;dg9.tpf;HS;64;6;4;25;50;1;66;196;7;15;1;15;1;42,42424242;108;54;735;167,21
600;64-6-4-25-50-1;dg9.tpf;RS;64;6;4;25;50;1;66;196;7;15;1;15;1;42,42424242;108;54;6242;167,21
601;64-8-3-25-25-1;dg1.tpf;SAA;64;8;3;25;25;1;66;159;8;19;1;15;1;68,18181818;120;60;2288;24,22
602;64-8-3-25-25-1;dg1.tpf;HS;64;8;3;25;25;1;66;159;8;19;1;15;1;68,18181818;120;60;1659;24,22
603;64-8-3-25-25-1;dg1.tpf;RS;64;8;3;25;25;1;66;159;8;19;1;15;1;68,18181818;120;60;12437;24,22
604;64-8-3-25-25-1;dg10.tpf;SAA;64;8;3;25;25;1;66;154;8;15;1;13;1;77,27272727;122;61;3035;62,23
605;64-8-3-25-25-1;dg10.tpf;HS;64;8;3;25;25;1;66;154;8;15;1;13;1;77,27272727;122;61;2204;62,23
606;64-8-3-25-25-1;dg10.tpf;RS;64;8;3;25;25;1;66;154;8;15;1;13;1;77,27272727;122;61;9377;62,23
607;64-8-3-25-25-1;dg2.tpf;SAA;64;8;3;25;25;1;66;156;7;17;1;16;1;77,27272727;122;61;2555;121,27
608;64-8-3-25-25-1;dg2.tpf;HS;64;8;3;25;25;1;66;156;7;17;1;16;1;77,27272727;122;61;2192;121,27
609;64-8-3-25-25-1;dg2.tpf;RS;64;8;3;25;25;1;66;156;7;17;1;16;1;77,27272727;122;61;16154;121,27
610;64-8-3-25-25-1;dg3.tpf;SAA;64;8;3;25;25;1;66;155;8;20;1;16;1;80,3030303;100;50;3724;133,53
